"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.909"
"São Paulo",Adenovirus,1
"Paraná","Coronavirus SARS-CoV2","1.854"
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2","1.187"
"Santa Catarina","Coronavirus SARS-CoV2",914
Sergipe,"Coronavirus SARS-CoV2",779
Sergipe,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",511
Pernambuco,"Coronavirus SARS-CoV2",455
"Minas Gerais","Coronavirus SARS-CoV2",438
"Espírito Santo","Coronavirus SARS-CoV2",373
"Mato Grosso do Sul","Coronavirus SARS-CoV2",368
Tocantins,"Coronavirus SARS-CoV2",316
Tocantins,"Virus Sincicial Respiratorio",1
"Rio de Janeiro","Coronavirus SARS-CoV2",299
"Rio Grande do Norte","Coronavirus SARS-CoV2",285
"Rondônia","Coronavirus SARS-CoV2",238
"Ceará","Coronavirus SARS-CoV2",227
"Piauí","Coronavirus SARS-CoV2",201
"Goiás","Coronavirus SARS-CoV2",115
Acre,"Coronavirus SARS-CoV2",107
"Paraíba","Coronavirus SARS-CoV2",92
"Pará","Coronavirus SARS-CoV2",89
Amazonas,"Coronavirus SARS-CoV2",56
Roraima,"Coronavirus SARS-CoV2",42
Alagoas,"Coronavirus SARS-CoV2",34
"Maranhão","Coronavirus SARS-CoV2",34
"Amapá","Coronavirus SARS-CoV2",24
"Mato Grosso","Coronavirus SARS-CoV2",5
"Distrito Federal","Coronavirus SARS-CoV2",3
