"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",332
"São Paulo","Influenza B",3
"São Paulo","Influenza A",1
"Rio de Janeiro","Coronavirus SARS-CoV2",126
Amazonas,"Coronavirus SARS-CoV2",100
"Ceará","Coronavirus SARS-CoV2",76
"Ceará","Influenza A",1
"Maranhão","Coronavirus SARS-CoV2",36
"Maranhão","Influenza B",2
"Maranhão",Adenovirus,1
"Maranhão","Virus Sincicial Respiratorio",1
Bahia,"Coronavirus SARS-CoV2",31
Bahia,"Influenza A",2
Bahia,"Influenza B",1
Bahia,Rinovirus,1
Bahia,"Virus Sincicial Respiratorio",1
"Paraná","Coronavirus SARS-CoV2",26
"Paraná",Rinovirus,7
"Paraná",Adenovirus,2
"Paraná",Metapneumovirus,1
"Pará","Coronavirus SARS-CoV2",21
"Pará","Influenza A",8
"Santa Catarina","Coronavirus SARS-CoV2",27
"Santa Catarina",Adenovirus,1
Pernambuco,"Coronavirus SARS-CoV2",17
Pernambuco,"Influenza A",7
"Rio Grande do Norte","Coronavirus SARS-CoV2",24
"Espírito Santo","Coronavirus SARS-CoV2",16
"Espírito Santo","Virus Sincicial Respiratorio",2
"Espírito Santo","Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",19
"Amapá","Coronavirus SARS-CoV2",13
"Amapá","Influenza A",2
"Piauí",Metapneumovirus,6
"Piauí","Influenza A",3
"Piauí",Adenovirus,2
"Piauí","Coronavirus SARS-CoV2",2
"Piauí","Virus Sincicial Respiratorio",1
"Minas Gerais","Coronavirus SARS-CoV2",12
"Minas Gerais","Influenza B",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",12
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul","Influenza A",2
"Mato Grosso do Sul","Influenza B",2
"Mato Grosso do Sul",Adenovirus,1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Goiás",Adenovirus,2
"Goiás",Metapneumovirus,2
"Goiás",Rinovirus,2
"Goiás","Virus Sincicial Respiratorio",2
"Goiás","Coronavirus SARS-CoV2",1
"Goiás","Influenza A",1
"Paraíba","Coronavirus SARS-CoV2",10
Roraima,"Coronavirus SARS-CoV2",5
Roraima,"Influenza B",2
Roraima,"Virus Sincicial Respiratorio",1
Sergipe,"Influenza A",3
Sergipe,"Coronavirus SARS-CoV2",2
Tocantins,"Influenza A",3
Tocantins,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza B",1
Alagoas,"Coronavirus SARS-CoV2",3
Acre,"Coronavirus SARS-CoV2",2
"Rondônia","Influenza B",1
