"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",694
Pernambuco,"Coronavirus SARS-CoV2",588
Pernambuco,"Virus Sincicial Respiratorio",1
"Ceará","Coronavirus SARS-CoV2",582
"Amapá","Coronavirus SARS-CoV2",535
"São Paulo","Coronavirus SARS-CoV2",383
"Espírito Santo","Coronavirus SARS-CoV2",296
"Espírito Santo","Virus Sincicial Respiratorio",1
"Pará","Coronavirus SARS-CoV2",286
Bahia,"Coronavirus SARS-CoV2",270
Sergipe,"Coronavirus SARS-CoV2",261
Alagoas,"Coronavirus SARS-CoV2",240
"Maranhão","Coronavirus SARS-CoV2",227
Amazonas,"Coronavirus SARS-CoV2",197
"Paraíba","Coronavirus SARS-CoV2",151
Acre,"Coronavirus SARS-CoV2",109
"Rondônia","Coronavirus SARS-CoV2",107
"Rondônia","Influenza A",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",95
"Santa Catarina","Coronavirus SARS-CoV2",71
Roraima,"Coronavirus SARS-CoV2",68
Tocantins,"Coronavirus SARS-CoV2",68
"Paraná","Coronavirus SARS-CoV2",52
"Piauí","Coronavirus SARS-CoV2",48
"Rio Grande do Sul","Coronavirus SARS-CoV2",45
"Minas Gerais","Coronavirus SARS-CoV2",42
"Minas Gerais","Influenza A",1
"Goiás","Coronavirus SARS-CoV2",33
"Mato Grosso do Sul","Coronavirus SARS-CoV2",20
"Mato Grosso do Sul",Adenovirus,1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Mato Grosso","Coronavirus SARS-CoV2",19
