"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",921
"Paraná","Coronavirus SARS-CoV2",558
"Paraná",Adenovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",234
"Mato Grosso do Sul","Coronavirus SARS-CoV2",201
Bahia,"Coronavirus SARS-CoV2",192
Bahia,Rinovirus,3
"Rio de Janeiro","Coronavirus SARS-CoV2",166
"Minas Gerais","Coronavirus SARS-CoV2",130
"Espírito Santo","Coronavirus SARS-CoV2",114
"Santa Catarina","Coronavirus SARS-CoV2",106
"Piauí","Coronavirus SARS-CoV2",91
"Rio Grande do Norte","Coronavirus SARS-CoV2",86
"Ceará","Coronavirus SARS-CoV2",75
Tocantins,"Coronavirus SARS-CoV2",57
Pernambuco,"Coronavirus SARS-CoV2",51
"Paraíba","Coronavirus SARS-CoV2",42
"Goiás","Coronavirus SARS-CoV2",38
"Rondônia","Coronavirus SARS-CoV2",26
Sergipe,"Coronavirus SARS-CoV2",25
Amazonas,"Coronavirus SARS-CoV2",14
"Pará","Coronavirus SARS-CoV2",13
"Maranhão","Coronavirus SARS-CoV2",8
Acre,"Coronavirus SARS-CoV2",7
Alagoas,"Coronavirus SARS-CoV2",4
"Distrito Federal","Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",1
