"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Coronavirus SARS-CoV2",374
"Paraná",Rinovirus,3
Bahia,"Coronavirus SARS-CoV2",152
"São Paulo","Coronavirus SARS-CoV2",141
"Rio Grande do Sul","Coronavirus SARS-CoV2",140
"Minas Gerais","Coronavirus SARS-CoV2",106
Sergipe,"Coronavirus SARS-CoV2",104
"Rio de Janeiro","Coronavirus SARS-CoV2",87
"Rio de Janeiro","Virus Sincicial Respiratorio",1
Pernambuco,"Coronavirus SARS-CoV2",81
"Santa Catarina","Coronavirus SARS-CoV2",76
"Mato Grosso do Sul","Coronavirus SARS-CoV2",70
"Ceará","Coronavirus SARS-CoV2",66
"Pará","Coronavirus SARS-CoV2",61
"Goiás","Coronavirus SARS-CoV2",55
"Rondônia","Coronavirus SARS-CoV2",37
"Paraíba","Coronavirus SARS-CoV2",30
Acre,"Coronavirus SARS-CoV2",26
Tocantins,"Coronavirus SARS-CoV2",14
"Maranhão","Coronavirus SARS-CoV2",13
"Rio Grande do Norte","Coronavirus SARS-CoV2",11
Roraima,"Coronavirus SARS-CoV2",6
Amazonas,"Coronavirus SARS-CoV2",4
Alagoas,"Coronavirus SARS-CoV2",3
"Distrito Federal","Coronavirus SARS-CoV2",1
"Mato Grosso","Coronavirus SARS-CoV2",1
