"UF de residência","Vírus","Nº de vírus identificados"
Bahia,"Coronavirus SARS-CoV2",625
"Rio de Janeiro","Coronavirus SARS-CoV2",552
"Espírito Santo","Coronavirus SARS-CoV2",491
"Espírito Santo","Virus Sincicial Respiratorio",1
Sergipe,"Coronavirus SARS-CoV2",460
Pernambuco,"Coronavirus SARS-CoV2",420
"Ceará","Coronavirus SARS-CoV2",412
"São Paulo","Coronavirus SARS-CoV2",387
"São Paulo","Influenza A",1
"Amapá","Coronavirus SARS-CoV2",250
"Paraná","Coronavirus SARS-CoV2",224
"Rondônia","Coronavirus SARS-CoV2",212
"Rio Grande do Norte","Coronavirus SARS-CoV2",194
"Santa Catarina","Coronavirus SARS-CoV2",193
Tocantins,"Coronavirus SARS-CoV2",190
Amazonas,"Coronavirus SARS-CoV2",161
Roraima,"Coronavirus SARS-CoV2",150
"Paraíba","Coronavirus SARS-CoV2",138
"Pará","Coronavirus SARS-CoV2",133
"Maranhão","Coronavirus SARS-CoV2",126
Alagoas,"Coronavirus SARS-CoV2",122
"Piauí","Coronavirus SARS-CoV2",115
"Mato Grosso","Coronavirus SARS-CoV2",101
"Mato Grosso do Sul","Coronavirus SARS-CoV2",92
Acre,"Coronavirus SARS-CoV2",88
"Rio Grande do Sul","Coronavirus SARS-CoV2",88
"Minas Gerais","Coronavirus SARS-CoV2",86
"Goiás","Coronavirus SARS-CoV2",33
"Distrito Federal","Coronavirus SARS-CoV2",3
