"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.506"
"Paraná","Coronavirus SARS-CoV2","2.003"
"Paraná",Rinovirus,5
"Santa Catarina","Coronavirus SARS-CoV2","1.045"
Bahia,"Coronavirus SARS-CoV2","1.006"
Bahia,"Virus Sincicial Respiratorio",1
Pernambuco,"Coronavirus SARS-CoV2",690
"Rio Grande do Sul","Coronavirus SARS-CoV2",666
Sergipe,"Coronavirus SARS-CoV2",509
"Minas Gerais","Coronavirus SARS-CoV2",479
"Mato Grosso do Sul","Coronavirus SARS-CoV2",426
"Espírito Santo","Coronavirus SARS-CoV2",416
Tocantins,"Coronavirus SARS-CoV2",399
"Rondônia","Coronavirus SARS-CoV2",350
"Rio de Janeiro","Coronavirus SARS-CoV2",311
"Ceará","Coronavirus SARS-CoV2",302
"Rio Grande do Norte","Coronavirus SARS-CoV2",254
"Goiás","Coronavirus SARS-CoV2",140
"Piauí","Coronavirus SARS-CoV2",116
Acre,"Coronavirus SARS-CoV2",115
"Pará","Coronavirus SARS-CoV2",89
"Paraíba","Coronavirus SARS-CoV2",69
"Maranhão","Coronavirus SARS-CoV2",40
Roraima,"Coronavirus SARS-CoV2",37
Amazonas,"Coronavirus SARS-CoV2",36
Alagoas,"Coronavirus SARS-CoV2",25
"Amapá","Coronavirus SARS-CoV2",14
"Distrito Federal","Coronavirus SARS-CoV2",5
"Mato Grosso","Coronavirus SARS-CoV2",5
