"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.761"
"Paraná","Coronavirus SARS-CoV2","1.569"
"Paraná",Rinovirus,1
Sergipe,"Coronavirus SARS-CoV2",776
Bahia,"Coronavirus SARS-CoV2",770
Bahia,"Virus Sincicial Respiratorio",1
"Espírito Santo","Coronavirus SARS-CoV2",466
"Rondônia","Coronavirus SARS-CoV2",465
"Santa Catarina","Coronavirus SARS-CoV2",449
"Mato Grosso","Coronavirus SARS-CoV2",445
"Minas Gerais","Coronavirus SARS-CoV2",415
"Rio Grande do Sul","Coronavirus SARS-CoV2",309
Pernambuco,"Coronavirus SARS-CoV2",302
"Rio de Janeiro","Coronavirus SARS-CoV2",297
"Mato Grosso do Sul","Coronavirus SARS-CoV2",246
"Rio Grande do Norte","Coronavirus SARS-CoV2",218
"Ceará","Coronavirus SARS-CoV2",174
"Goiás","Coronavirus SARS-CoV2",173
Tocantins,"Coronavirus SARS-CoV2",172
"Piauí","Coronavirus SARS-CoV2",171
Acre,"Coronavirus SARS-CoV2",111
Roraima,"Coronavirus SARS-CoV2",84
"Paraíba","Coronavirus SARS-CoV2",79
"Pará","Coronavirus SARS-CoV2",78
Alagoas,"Coronavirus SARS-CoV2",47
"Amapá","Coronavirus SARS-CoV2",47
"Maranhão","Coronavirus SARS-CoV2",37
Amazonas,"Coronavirus SARS-CoV2",36
"Distrito Federal","Coronavirus SARS-CoV2",5
