"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",232
"São Paulo","Influenza B",3
"São Paulo","Influenza A",1
"Ceará","Coronavirus SARS-CoV2",120
"Ceará","Influenza B",1
"Ceará","Parainfluenza tipo 1",1
"Paraná",Rinovirus,28
"Paraná","Coronavirus SARS-CoV2",14
"Paraná","Influenza A",6
"Paraná","Virus Sincicial Respiratorio",6
"Paraná",Metapneumovirus,3
"Paraná",Adenovirus,2
Bahia,"Coronavirus SARS-CoV2",29
Bahia,"Influenza A",13
Bahia,"Influenza B",2
Bahia,Rinovirus,1
"Rio de Janeiro","Coronavirus SARS-CoV2",30
"Rio Grande do Norte","Coronavirus SARS-CoV2",27
"Rio Grande do Norte","Influenza B",2
Amazonas,"Coronavirus SARS-CoV2",19
"Maranhão","Coronavirus SARS-CoV2",10
"Maranhão","Influenza B",7
"Maranhão","Influenza A",2
Pernambuco,"Influenza A",10
Pernambuco,"Coronavirus SARS-CoV2",6
Pernambuco,"Influenza B",2
"Piauí","Virus Sincicial Respiratorio",7
"Piauí",Metapneumovirus,6
"Piauí","Influenza A",2
"Piauí",Adenovirus,1
"Piauí","Parainfluenza tipo 1",1
"Goiás","Coronavirus SARS-CoV2",6
"Goiás",Metapneumovirus,5
"Goiás",Rinovirus,2
"Goiás","Virus Sincicial Respiratorio",2
"Goiás","Influenza A",1
"Pará","Influenza A",12
"Pará","Coronavirus SARS-CoV2",4
"Espírito Santo","Coronavirus SARS-CoV2",7
"Espírito Santo","Influenza B",4
"Espírito Santo","Influenza A",3
"Minas Gerais","Coronavirus SARS-CoV2",12
"Minas Gerais",Adenovirus,1
"Santa Catarina","Coronavirus SARS-CoV2",12
"Santa Catarina","Virus Sincicial Respiratorio",1
Sergipe,"Influenza A",6
Sergipe,"Virus Sincicial Respiratorio",3
Sergipe,"Influenza B",2
Sergipe,"Coronavirus SARS-CoV2",1
"Mato Grosso do Sul","Influenza A",6
"Mato Grosso do Sul","Influenza B",2
"Mato Grosso do Sul","Virus Sincicial Respiratorio",2
"Mato Grosso do Sul","Coronavirus SARS-CoV2",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",9
"Paraíba","Coronavirus SARS-CoV2",7
Alagoas,"Coronavirus SARS-CoV2",5
Alagoas,"Influenza A",1
Tocantins,"Influenza B",3
Tocantins,"Influenza A",2
Tocantins,"Coronavirus SARS-CoV2",1
"Amapá","Influenza A",4
"Amapá","Coronavirus SARS-CoV2",1
"Rondônia","Influenza B",3
"Rondônia","Influenza A",1
Acre,"Influenza B",1
"Mato Grosso","Influenza A",1
Roraima,"Coronavirus SARS-CoV2",1
