"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.659"
"Paraná","Coronavirus SARS-CoV2","2.074"
"Paraná",Rinovirus,6
"Paraná",Adenovirus,1
Bahia,"Coronavirus SARS-CoV2",958
Bahia,"Virus Sincicial Respiratorio",1
"Santa Catarina","Coronavirus SARS-CoV2",760
"Rio Grande do Sul","Coronavirus SARS-CoV2",743
Tocantins,"Coronavirus SARS-CoV2",619
"Espírito Santo","Coronavirus SARS-CoV2",521
Pernambuco,"Coronavirus SARS-CoV2",503
"Mato Grosso do Sul","Coronavirus SARS-CoV2",488
"Minas Gerais","Coronavirus SARS-CoV2",432
"Rio de Janeiro","Coronavirus SARS-CoV2",386
"Rondônia","Coronavirus SARS-CoV2",379
Sergipe,"Coronavirus SARS-CoV2",345
"Ceará","Coronavirus SARS-CoV2",321
"Rio Grande do Norte","Coronavirus SARS-CoV2",288
"Goiás","Coronavirus SARS-CoV2",257
Acre,"Coronavirus SARS-CoV2",104
"Piauí","Coronavirus SARS-CoV2",101
"Paraíba","Coronavirus SARS-CoV2",73
Amazonas,"Coronavirus SARS-CoV2",68
"Pará","Coronavirus SARS-CoV2",62
Roraima,"Coronavirus SARS-CoV2",39
"Maranhão","Coronavirus SARS-CoV2",33
"Amapá","Coronavirus SARS-CoV2",12
Alagoas,"Coronavirus SARS-CoV2",11
"Mato Grosso","Coronavirus SARS-CoV2",11
"Distrito Federal","Coronavirus SARS-CoV2",7
