"UF de residência","Vírus","Nº de vírus identificados"
"Paraná",Rinovirus,12
"Paraná",Metapneumovirus,1
Bahia,"Coronavirus NL63",3
Bahia,Rinovirus,3
Bahia,Enterovirus,1
Bahia,"Influenza A",1
Bahia,"Influenza B",1
Bahia,Metapneumovirus,1
Bahia,"Parainfluenza tipo 3",1
Bahia,"Virus Sincicial Respiratorio",1
"São Paulo","Influenza A",4
"São Paulo","Influenza B",2
"São Paulo",Metapneumovirus,1
"Espírito Santo","Coronavirus SARS-CoV2",1
"Espírito Santo","Influenza A",1
"Maranhão","Influenza A",2
"Santa Catarina","Influenza A",2
"Ceará","Influenza B",1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Minas Gerais","Influenza B",1
"Paraíba",Rinovirus,1
"Piauí","Influenza A",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",1
Sergipe,"Coronavirus SARS-CoV2",1
