"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.520"
"São Paulo",Rinovirus,1
"Paraná","Coronavirus SARS-CoV2","1.506"
Bahia,"Coronavirus SARS-CoV2",730
Sergipe,"Coronavirus SARS-CoV2",628
"Mato Grosso","Coronavirus SARS-CoV2",511
"Espírito Santo","Coronavirus SARS-CoV2",480
"Santa Catarina","Coronavirus SARS-CoV2",387
"Rio Grande do Sul","Coronavirus SARS-CoV2",370
"Minas Gerais","Coronavirus SARS-CoV2",344
"Piauí","Coronavirus SARS-CoV2",329
"Rio de Janeiro","Coronavirus SARS-CoV2",308
"Rio Grande do Norte","Coronavirus SARS-CoV2",260
"Rondônia","Coronavirus SARS-CoV2",260
Pernambuco,"Coronavirus SARS-CoV2",226
"Ceará","Coronavirus SARS-CoV2",197
"Mato Grosso do Sul","Coronavirus SARS-CoV2",185
Tocantins,"Coronavirus SARS-CoV2",160
Roraima,"Coronavirus SARS-CoV2",153
"Goiás","Coronavirus SARS-CoV2",150
Acre,"Coronavirus SARS-CoV2",117
Alagoas,"Coronavirus SARS-CoV2",95
"Pará","Coronavirus SARS-CoV2",90
"Maranhão","Coronavirus SARS-CoV2",80
"Paraíba","Coronavirus SARS-CoV2",61
Amazonas,"Coronavirus SARS-CoV2",57
Amazonas,"Virus Sincicial Respiratorio",1
"Amapá","Coronavirus SARS-CoV2",38
"Distrito Federal","Coronavirus SARS-CoV2",4
