"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",564
"Paraná","Coronavirus SARS-CoV2",424
Bahia,"Coronavirus SARS-CoV2",395
"Espírito Santo","Coronavirus SARS-CoV2",336
Sergipe,"Coronavirus SARS-CoV2",236
Pernambuco,"Coronavirus SARS-CoV2",129
"Rio de Janeiro","Coronavirus SARS-CoV2",126
"Rondônia","Coronavirus SARS-CoV2",122
"Minas Gerais","Coronavirus SARS-CoV2",109
"Rio Grande do Norte","Coronavirus SARS-CoV2",109
"Santa Catarina","Coronavirus SARS-CoV2",108
"Ceará","Coronavirus SARS-CoV2",106
"Piauí","Coronavirus SARS-CoV2",106
Acre,"Coronavirus SARS-CoV2",103
"Rio Grande do Sul","Coronavirus SARS-CoV2",93
"Goiás","Coronavirus SARS-CoV2",78
Tocantins,"Coronavirus SARS-CoV2",50
"Mato Grosso do Sul","Coronavirus SARS-CoV2",48
"Pará","Coronavirus SARS-CoV2",48
"Paraíba","Coronavirus SARS-CoV2",39
Alagoas,"Coronavirus SARS-CoV2",37
"Amapá","Coronavirus SARS-CoV2",25
"Maranhão","Coronavirus SARS-CoV2",25
Roraima,"Coronavirus SARS-CoV2",18
"Distrito Federal","Coronavirus SARS-CoV2",3
Amazonas,"Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",1
