"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",372
"São Paulo","Coronavirus SARS-CoV2",320
"Amapá","Coronavirus SARS-CoV2",267
"Rio de Janeiro","Coronavirus SARS-CoV2",244
Pernambuco,"Coronavirus SARS-CoV2",236
"Pará","Coronavirus SARS-CoV2",213
Bahia,"Coronavirus SARS-CoV2",174
Sergipe,"Coronavirus SARS-CoV2",153
Sergipe,"Influenza B",4
Sergipe,"Influenza A",1
"Espírito Santo","Coronavirus SARS-CoV2",156
Alagoas,"Coronavirus SARS-CoV2",152
"Maranhão","Coronavirus SARS-CoV2",115
Acre,"Coronavirus SARS-CoV2",74
Roraima,"Coronavirus SARS-CoV2",68
"Paraíba","Coronavirus SARS-CoV2",65
"Rondônia","Coronavirus SARS-CoV2",65
"Rio Grande do Norte","Coronavirus SARS-CoV2",54
"Goiás","Coronavirus SARS-CoV2",52
"Santa Catarina","Coronavirus SARS-CoV2",47
"Piauí","Coronavirus SARS-CoV2",21
"Rio Grande do Sul","Coronavirus SARS-CoV2",20
"Minas Gerais","Coronavirus SARS-CoV2",18
"Paraná","Coronavirus SARS-CoV2",9
"Paraná","Influenza B",1
Tocantins,"Coronavirus SARS-CoV2",9
Amazonas,"Coronavirus SARS-CoV2",2
