"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",973
"Paraná","Coronavirus SARS-CoV2",826
"Rio Grande do Sul","Coronavirus SARS-CoV2",252
Bahia,"Coronavirus SARS-CoV2",194
Bahia,"Virus Sincicial Respiratorio",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",194
"Rio de Janeiro","Coronavirus SARS-CoV2",191
"Santa Catarina","Coronavirus SARS-CoV2",140
"Minas Gerais","Coronavirus SARS-CoV2",119
"Minas Gerais","Virus Sincicial Respiratorio",1
"Espírito Santo","Coronavirus SARS-CoV2",115
"Espírito Santo","Virus Sincicial Respiratorio",1
Tocantins,"Coronavirus SARS-CoV2",103
"Piauí","Coronavirus SARS-CoV2",88
"Rondônia","Coronavirus SARS-CoV2",74
"Ceará","Coronavirus SARS-CoV2",70
Pernambuco,"Coronavirus SARS-CoV2",59
"Goiás","Coronavirus SARS-CoV2",53
"Rio Grande do Norte","Coronavirus SARS-CoV2",41
Sergipe,"Coronavirus SARS-CoV2",41
Amazonas,"Coronavirus SARS-CoV2",31
Acre,"Coronavirus SARS-CoV2",12
"Maranhão","Coronavirus SARS-CoV2",12
"Paraíba","Coronavirus SARS-CoV2",7
"Pará","Coronavirus SARS-CoV2",5
"Mato Grosso","Coronavirus SARS-CoV2",4
Roraima,"Coronavirus SARS-CoV2",4
Alagoas,"Coronavirus SARS-CoV2",2
"Distrito Federal","Coronavirus SARS-CoV2",1
