"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",821
"Paraná","Coronavirus SARS-CoV2",731
"Paraná",Rinovirus,3
Bahia,"Coronavirus SARS-CoV2",236
Bahia,Rinovirus,1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",236
"Rio Grande do Sul","Coronavirus SARS-CoV2",215
"Piauí","Coronavirus SARS-CoV2",161
"Minas Gerais","Coronavirus SARS-CoV2",159
"Rio de Janeiro","Coronavirus SARS-CoV2",132
"Santa Catarina","Coronavirus SARS-CoV2",115
Tocantins,"Coronavirus SARS-CoV2",104
"Espírito Santo","Coronavirus SARS-CoV2",97
"Ceará","Coronavirus SARS-CoV2",93
"Rondônia","Coronavirus SARS-CoV2",89
Pernambuco,"Coronavirus SARS-CoV2",79
Sergipe,"Coronavirus SARS-CoV2",61
"Rio Grande do Norte","Coronavirus SARS-CoV2",59
"Goiás","Coronavirus SARS-CoV2",53
"Paraíba","Coronavirus SARS-CoV2",19
"Pará","Coronavirus SARS-CoV2",15
"Maranhão","Coronavirus SARS-CoV2",13
Alagoas,"Coronavirus SARS-CoV2",6
"Amapá","Coronavirus SARS-CoV2",5
Acre,"Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",2
Amazonas,"Coronavirus SARS-CoV2",1
Roraima,"Coronavirus SARS-CoV2",1
