"UF de residência","Vírus","Nº de vírus identificados"
Pernambuco,"Coronavirus SARS-CoV2",633
"Rio de Janeiro","Coronavirus SARS-CoV2",604
"Ceará","Coronavirus SARS-CoV2",583
"Amapá","Coronavirus SARS-CoV2",488
Sergipe,"Coronavirus SARS-CoV2",363
"Espírito Santo","Coronavirus SARS-CoV2",333
"São Paulo","Coronavirus SARS-CoV2",313
Bahia,"Coronavirus SARS-CoV2",266
Alagoas,"Coronavirus SARS-CoV2",254
"Pará","Coronavirus SARS-CoV2",244
Amazonas,"Coronavirus SARS-CoV2",224
"Paraíba","Coronavirus SARS-CoV2",201
"Maranhão","Coronavirus SARS-CoV2",176
"Rio Grande do Norte","Coronavirus SARS-CoV2",114
Acre,"Coronavirus SARS-CoV2",95
"Rondônia","Coronavirus SARS-CoV2",91
Tocantins,"Coronavirus SARS-CoV2",80
"Santa Catarina","Coronavirus SARS-CoV2",66
"Paraná","Coronavirus SARS-CoV2",60
"Piauí","Coronavirus SARS-CoV2",53
"Minas Gerais","Coronavirus SARS-CoV2",41
Roraima,"Coronavirus SARS-CoV2",37
"Rio Grande do Sul","Coronavirus SARS-CoV2",35
"Goiás","Coronavirus SARS-CoV2",33
"Mato Grosso","Coronavirus SARS-CoV2",25
"Mato Grosso do Sul","Coronavirus SARS-CoV2",18
"Mato Grosso do Sul","Influenza B",1
"Distrito Federal","Coronavirus SARS-CoV2",1
