"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",294
"São Paulo","Influenza B",2
"São Paulo","Influenza A",1
"Ceará","Coronavirus SARS-CoV2",80
"Ceará","Virus Sincicial Respiratorio",3
"Ceará",Metapneumovirus,1
"Paraná","Coronavirus SARS-CoV2",27
"Paraná",Rinovirus,18
"Paraná","Virus Sincicial Respiratorio",6
"Paraná","Influenza B",5
"Paraná","Influenza A",3
"Paraná",Adenovirus,1
"Rio de Janeiro","Coronavirus SARS-CoV2",38
Bahia,"Coronavirus SARS-CoV2",22
Bahia,"Influenza A",7
Bahia,"Influenza B",2
Bahia,Rinovirus,1
"Santa Catarina","Coronavirus SARS-CoV2",28
Amazonas,"Coronavirus SARS-CoV2",24
Amazonas,"Influenza B",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",24
Pernambuco,"Coronavirus SARS-CoV2",13
Pernambuco,"Influenza A",7
Pernambuco,"Influenza B",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",21
"Pará","Coronavirus SARS-CoV2",8
"Pará","Influenza A",6
"Pará","Influenza B",4
"Maranhão","Coronavirus SARS-CoV2",16
"Piauí",Metapneumovirus,5
"Piauí","Virus Sincicial Respiratorio",5
"Piauí","Influenza A",3
"Piauí","Coronavirus SARS-CoV2",2
"Piauí","Parainfluenza tipo 3",1
"Goiás",Metapneumovirus,6
"Goiás","Coronavirus SARS-CoV2",5
"Goiás","Influenza A",1
"Espírito Santo","Coronavirus SARS-CoV2",10
"Espírito Santo","Virus Sincicial Respiratorio",1
Sergipe,"Influenza A",8
Sergipe,"Coronavirus SARS-CoV2",2
Sergipe,Adenovirus,1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",3
"Mato Grosso do Sul","Influenza A",3
"Mato Grosso do Sul",Metapneumovirus,2
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Minas Gerais","Coronavirus SARS-CoV2",7
"Minas Gerais","Virus Sincicial Respiratorio",1
"Amapá","Coronavirus SARS-CoV2",4
"Rondônia","Influenza B",4
"Paraíba","Coronavirus SARS-CoV2",3
Alagoas,"Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",2
Tocantins,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza A",1
Roraima,"Coronavirus SARS-CoV2",1
