"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza A",4
"São Paulo","Influenza B",3
"São Paulo",Rinovirus,3
"São Paulo","Parainfluenza tipo 3",1
Bahia,"Influenza B",4
Bahia,Adenovirus,1
Bahia,"Influenza A",1
"Santa Catarina","Influenza B",4
Pernambuco,"Influenza B",3
"Maranhão","Influenza A",2
"Paraná","Coronavirus NL63",1
"Paraná",Rinovirus,1
Sergipe,"Influenza A",2
Tocantins,"Influenza A",2
Acre,Metapneumovirus,1
Amazonas,"Virus Sincicial Respiratorio",1
"Ceará","Influenza B",1
"Goiás",Rinovirus,1
"Mato Grosso do Sul","Parainfluenza tipo 1",1
"Pará","Influenza A",1
"Rio Grande do Sul","Influenza B",1
