"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",55
"São Paulo","Influenza B",10
"São Paulo","Influenza A",5
"Paraná",Rinovirus,20
"Paraná","Coronavirus SARS-CoV2",6
"Paraná","Coronavirus NL63",4
"Paraná","Influenza A",3
"Paraná","Coronavirus OC43",2
"Paraná","Influenza B",2
"Paraná","Virus Sincicial Respiratorio",2
"Paraná","Coronavirus 229E",1
"Paraná",Metapneumovirus,1
"Paraná","Parainfluenza tipo 2",1
"Paraná","Parainfluenza tipo 3",1
"Minas Gerais","Influenza A",14
"Minas Gerais","Influenza B",11
"Minas Gerais","Coronavirus SARS-CoV2",1
Bahia,"Influenza A",10
Bahia,"Influenza B",6
Bahia,"Coronavirus SARS-CoV2",5
"Ceará","Coronavirus SARS-CoV2",6
"Ceará","Influenza A",2
"Ceará","Influenza B",2
"Ceará","Virus Sincicial Respiratorio",2
"Espírito Santo","Influenza B",4
"Espírito Santo","Coronavirus SARS-CoV2",3
"Espírito Santo","Influenza A",3
"Espírito Santo","Virus Sincicial Respiratorio",1
Pernambuco,"Influenza A",6
Pernambuco,"Coronavirus SARS-CoV2",3
Pernambuco,"Influenza B",2
"Santa Catarina","Coronavirus SARS-CoV2",4
"Santa Catarina","Influenza A",4
"Santa Catarina","Influenza B",2
"Goiás","Influenza A",3
"Goiás","Coronavirus SARS-CoV2",2
"Goiás","Influenza B",2
"Goiás",Metapneumovirus,1
"Maranhão","Influenza B",6
"Maranhão","Influenza A",1
"Pará","Influenza A",6
"Pará","Coronavirus SARS-CoV2",1
"Piauí","Influenza A",3
"Piauí","Virus Sincicial Respiratorio",3
"Piauí","Coronavirus SARS-CoV2",1
"Rio Grande do Norte","Influenza A",2
"Rio Grande do Norte","Influenza B",2
"Rio Grande do Norte","Coronavirus SARS-CoV2",1
"Rio Grande do Norte","Parainfluenza tipo 3",1
"Amapá","Influenza A",2
"Amapá",Rinovirus,2
"Mato Grosso do Sul","Coronavirus SARS-CoV2",3
"Rio Grande do Sul","Coronavirus SARS-CoV2",3
Amazonas,"Influenza A",2
"Paraíba","Influenza A",1
"Paraíba",Rinovirus,1
"Rio de Janeiro","Coronavirus SARS-CoV2",2
Acre,"Coronavirus SARS-CoV2",1
Sergipe,"Influenza B",1
Tocantins,"Coronavirus SARS-CoV2",1
