"UF de residência","Vírus","Nº de vírus identificados"
"Paraná",Rinovirus,5
"Paraná","Parainfluenza tipo 3",3
"Paraná",Adenovirus,1
"Paraná","Influenza A",1
"São Paulo","Influenza B",4
"São Paulo","Parainfluenza tipo 1",1
"Mato Grosso do Sul","Influenza B",1
"Mato Grosso do Sul","Parainfluenza tipo 1",1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
Bahia,Adenovirus,2
"Goiás","Influenza A",1
"Goiás","Influenza B",1
"Minas Gerais",Metapneumovirus,1
"Minas Gerais","Parainfluenza tipo 2",1
"Espírito Santo","Influenza A",1
"Paraíba","Coronavirus SARS-CoV2",1
