"UF de residência","Vírus","Nº de vírus identificados"
Bahia,"Coronavirus SARS-CoV2",327
"Ceará","Coronavirus SARS-CoV2",324
"Espírito Santo","Coronavirus SARS-CoV2",313
Pernambuco,"Coronavirus SARS-CoV2",303
"São Paulo","Coronavirus SARS-CoV2",294
"Amapá","Coronavirus SARS-CoV2",249
Alagoas,"Coronavirus SARS-CoV2",222
Sergipe,"Coronavirus SARS-CoV2",222
"Rio de Janeiro","Coronavirus SARS-CoV2",196
Acre,"Coronavirus SARS-CoV2",193
"Pará","Coronavirus SARS-CoV2",132
"Rio Grande do Norte","Coronavirus SARS-CoV2",88
"Paraíba","Coronavirus SARS-CoV2",87
"Rondônia","Coronavirus SARS-CoV2",79
"Maranhão","Coronavirus SARS-CoV2",70
Roraima,"Coronavirus SARS-CoV2",68
Tocantins,"Coronavirus SARS-CoV2",68
"Piauí","Coronavirus SARS-CoV2",65
"Santa Catarina","Coronavirus SARS-CoV2",58
"Paraná","Coronavirus SARS-CoV2",57
"Minas Gerais","Coronavirus SARS-CoV2",33
"Goiás","Coronavirus SARS-CoV2",17
"Rio Grande do Sul","Coronavirus SARS-CoV2",11
Amazonas,"Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",1
