"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.293"
"Paraná","Coronavirus SARS-CoV2","1.084"
Bahia,"Coronavirus SARS-CoV2",441
Sergipe,"Coronavirus SARS-CoV2",397
"Rio Grande do Sul","Coronavirus SARS-CoV2",256
"Mato Grosso do Sul","Coronavirus SARS-CoV2",246
"Espírito Santo","Coronavirus SARS-CoV2",244
"Santa Catarina","Coronavirus SARS-CoV2",218
"Minas Gerais","Coronavirus SARS-CoV2",212
Pernambuco,"Coronavirus SARS-CoV2",145
"Piauí","Coronavirus SARS-CoV2",117
"Rio de Janeiro","Coronavirus SARS-CoV2",110
"Rondônia","Coronavirus SARS-CoV2",102
"Ceará","Coronavirus SARS-CoV2",90
Tocantins,"Coronavirus SARS-CoV2",89
"Goiás","Coronavirus SARS-CoV2",83
"Pará","Coronavirus SARS-CoV2",66
"Rio Grande do Norte","Coronavirus SARS-CoV2",54
Acre,"Coronavirus SARS-CoV2",49
"Paraíba","Coronavirus SARS-CoV2",36
Alagoas,"Coronavirus SARS-CoV2",28
Roraima,"Coronavirus SARS-CoV2",21
"Maranhão","Coronavirus SARS-CoV2",9
"Amapá","Coronavirus SARS-CoV2",7
Amazonas,"Coronavirus SARS-CoV2",2
"Distrito Federal","Coronavirus SARS-CoV2",1
