"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.188"
"Paraná","Coronavirus SARS-CoV2",556
Bahia,"Coronavirus SARS-CoV2",297
Bahia,"Virus Sincicial Respiratorio",1
"Santa Catarina","Coronavirus SARS-CoV2",224
"Rio Grande do Sul","Coronavirus SARS-CoV2",216
Sergipe,"Coronavirus SARS-CoV2",216
"Minas Gerais","Coronavirus SARS-CoV2",185
"Minas Gerais","Virus Sincicial Respiratorio",1
"Espírito Santo","Coronavirus SARS-CoV2",174
"Rio de Janeiro","Coronavirus SARS-CoV2",173
"Mato Grosso do Sul","Coronavirus SARS-CoV2",131
"Pará","Coronavirus SARS-CoV2",125
"Ceará","Coronavirus SARS-CoV2",115
Pernambuco,"Coronavirus SARS-CoV2",107
"Rio Grande do Norte","Coronavirus SARS-CoV2",91
"Goiás","Coronavirus SARS-CoV2",89
Tocantins,"Coronavirus SARS-CoV2",89
"Rondônia","Coronavirus SARS-CoV2",77
"Piauí","Coronavirus SARS-CoV2",65
"Paraíba","Coronavirus SARS-CoV2",39
Acre,"Coronavirus SARS-CoV2",37
Amazonas,"Coronavirus SARS-CoV2",17
Alagoas,"Coronavirus SARS-CoV2",16
"Maranhão","Coronavirus SARS-CoV2",9
"Amapá","Coronavirus SARS-CoV2",6
"Distrito Federal","Coronavirus SARS-CoV2",4
Roraima,"Coronavirus SARS-CoV2",3
"Mato Grosso","Coronavirus SARS-CoV2",1
