"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.313"
"Paraná","Coronavirus SARS-CoV2","1.070"
"Paraná","Virus Sincicial Respiratorio",1
Bahia,"Coronavirus SARS-CoV2",710
Sergipe,"Coronavirus SARS-CoV2",609
"Espírito Santo","Coronavirus SARS-CoV2",434
"Mato Grosso","Coronavirus SARS-CoV2",398
"Rondônia","Coronavirus SARS-CoV2",334
"Rio Grande do Sul","Coronavirus SARS-CoV2",327
"Rio de Janeiro","Coronavirus SARS-CoV2",300
Pernambuco,"Coronavirus SARS-CoV2",292
"Minas Gerais","Coronavirus SARS-CoV2",276
"Santa Catarina","Coronavirus SARS-CoV2",270
"Ceará","Coronavirus SARS-CoV2",246
"Rio Grande do Norte","Coronavirus SARS-CoV2",236
"Piauí","Coronavirus SARS-CoV2",228
"Goiás","Coronavirus SARS-CoV2",160
"Mato Grosso do Sul","Coronavirus SARS-CoV2",148
Acre,"Coronavirus SARS-CoV2",143
Roraima,"Coronavirus SARS-CoV2",135
"Pará","Coronavirus SARS-CoV2",115
Tocantins,"Coronavirus SARS-CoV2",105
"Amapá","Coronavirus SARS-CoV2",94
"Paraíba","Coronavirus SARS-CoV2",80
"Maranhão","Coronavirus SARS-CoV2",68
Alagoas,"Coronavirus SARS-CoV2",60
Amazonas,"Coronavirus SARS-CoV2",56
"Distrito Federal","Coronavirus SARS-CoV2",4
