"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.190"
"Paraná","Coronavirus SARS-CoV2","1.864"
"Paraná",Rinovirus,3
Bahia,"Coronavirus SARS-CoV2",790
Bahia,Rinovirus,2
"Rio Grande do Sul","Coronavirus SARS-CoV2",649
"Mato Grosso do Sul","Coronavirus SARS-CoV2",447
Tocantins,"Coronavirus SARS-CoV2",396
"Santa Catarina","Coronavirus SARS-CoV2",389
"Minas Gerais","Coronavirus SARS-CoV2",326
"Rio de Janeiro","Coronavirus SARS-CoV2",324
"Espírito Santo","Coronavirus SARS-CoV2",242
"Rondônia","Coronavirus SARS-CoV2",238
"Piauí","Coronavirus SARS-CoV2",237
"Ceará","Coronavirus SARS-CoV2",233
Pernambuco,"Coronavirus SARS-CoV2",203
Sergipe,"Coronavirus SARS-CoV2",126
"Rio Grande do Norte","Coronavirus SARS-CoV2",111
"Goiás","Coronavirus SARS-CoV2",75
"Goiás",Adenovirus,1
"Paraíba","Coronavirus SARS-CoV2",40
Amazonas,"Coronavirus SARS-CoV2",38
"Pará","Coronavirus SARS-CoV2",32
"Mato Grosso","Coronavirus SARS-CoV2",28
"Maranhão","Coronavirus SARS-CoV2",22
Acre,"Coronavirus SARS-CoV2",16
Roraima,"Coronavirus SARS-CoV2",10
Alagoas,"Coronavirus SARS-CoV2",8
"Amapá","Coronavirus SARS-CoV2",5
"Distrito Federal","Coronavirus SARS-CoV2",5
