"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",786
Pernambuco,"Coronavirus SARS-CoV2",632
"São Paulo","Coronavirus SARS-CoV2",537
"São Paulo","Influenza B",1
"Ceará","Coronavirus SARS-CoV2",400
Amazonas,"Coronavirus SARS-CoV2",320
"Pará","Coronavirus SARS-CoV2",250
"Maranhão","Coronavirus SARS-CoV2",217
Bahia,"Coronavirus SARS-CoV2",212
"Espírito Santo","Coronavirus SARS-CoV2",172
"Espírito Santo","Virus Sincicial Respiratorio",1
"Amapá","Coronavirus SARS-CoV2",166
Alagoas,"Coronavirus SARS-CoV2",54
"Santa Catarina","Coronavirus SARS-CoV2",49
"Paraná","Coronavirus SARS-CoV2",42
"Paraná",Adenovirus,1
"Paraná",Rinovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",44
"Rondônia","Coronavirus SARS-CoV2",44
"Paraíba","Coronavirus SARS-CoV2",42
Acre,"Coronavirus SARS-CoV2",37
"Rio Grande do Norte","Coronavirus SARS-CoV2",34
Roraima,"Coronavirus SARS-CoV2",32
Roraima,"Virus Sincicial Respiratorio",1
"Piauí","Coronavirus SARS-CoV2",32
Sergipe,"Coronavirus SARS-CoV2",17
Sergipe,"Influenza B",5
Sergipe,"Influenza A",2
"Minas Gerais","Coronavirus SARS-CoV2",22
"Minas Gerais","Influenza A",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",11
"Mato Grosso do Sul","Influenza A",1
"Goiás","Coronavirus SARS-CoV2",6
"Goiás","Virus Sincicial Respiratorio",2
"Goiás",Metapneumovirus,1
"Distrito Federal","Coronavirus SARS-CoV2",2
Tocantins,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",1
