"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza A",15
"São Paulo","Coronavirus SARS-CoV2",13
"São Paulo","Influenza B",12
"Paraná",Rinovirus,16
"Paraná","Virus Sincicial Respiratorio",5
"Paraná","Influenza A",3
"Paraná",Bocavirus,2
"Paraná","Coronavirus NL63",2
"Paraná","Coronavirus SARS-CoV2",2
"Paraná",Adenovirus,1
"Paraná","Coronavirus 229E",1
"Paraná","Influenza B",1
"Paraná","Parainfluenza tipo 3",1
"Minas Gerais","Influenza A",11
"Minas Gerais","Influenza B",4
"Minas Gerais","Coronavirus SARS-CoV2",2
"Minas Gerais","Parainfluenza tipo 1",1
"Minas Gerais","Virus Sincicial Respiratorio",1
Bahia,"Influenza A",6
Bahia,"Influenza B",6
Bahia,"Coronavirus SARS-CoV2",1
Bahia,Metapneumovirus,1
"Pará","Influenza A",8
"Pará",Rinovirus,1
"Goiás","Influenza A",2
"Goiás",Metapneumovirus,2
"Goiás","Virus Sincicial Respiratorio",2
"Goiás","Influenza B",1
"Goiás",Rinovirus,1
"Maranhão","Influenza B",4
"Maranhão",Adenovirus,1
"Maranhão","Coronavirus NL63",1
"Maranhão","Influenza A",1
"Maranhão",Rinovirus,1
Pernambuco,"Influenza A",6
Pernambuco,"Coronavirus NL63",1
Pernambuco,"Virus Sincicial Respiratorio",1
"Espírito Santo","Influenza B",4
"Espírito Santo","Influenza A",3
"Rio de Janeiro","Coronavirus SARS-CoV2",3
"Rio de Janeiro","Influenza A",2
"Rio de Janeiro",Metapneumovirus,1
"Rio de Janeiro","Virus Sincicial Respiratorio",1
Amazonas,Metapneumovirus,3
Amazonas,Rinovirus,2
Amazonas,Adenovirus,1
"Mato Grosso do Sul","Influenza A",3
"Mato Grosso do Sul",Metapneumovirus,1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Santa Catarina","Influenza A",4
"Santa Catarina","Influenza B",1
"Ceará","Influenza A",2
"Ceará","Coronavirus SARS-CoV2",1
"Ceará","Virus Sincicial Respiratorio",1
"Piauí","Influenza A",1
"Piauí",Metapneumovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",2
"Rondônia","Coronavirus SARS-CoV2",1
"Rondônia","Influenza B",1
Sergipe,"Influenza A",1
Sergipe,Metapneumovirus,1
Acre,"Influenza A",1
"Paraíba","Influenza A",1
"Rio Grande do Norte",Rinovirus,1
