"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza B",8
"São Paulo","Influenza A",1
"Paraná","Influenza A",3
"Paraná","Coronavirus 229E",1
"Paraná","Influenza B",1
"Paraná","Parainfluenza tipo 3",1
"Paraná","Virus Sincicial Respiratorio",1
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul","Parainfluenza tipo 1",1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Rio de Janeiro","Parainfluenza tipo 3",2
"Rio de Janeiro",Adenovirus,1
"Espírito Santo","Influenza B",2
"Piauí","Parainfluenza tipo 3",2
Amazonas,"Influenza B",1
Bahia,Adenovirus,1
"Distrito Federal","Influenza B",1
"Minas Gerais","Parainfluenza tipo 2",1
"Rio Grande do Sul","Influenza B",1
