"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",866
"São Paulo","Influenza A",1
"São Paulo","Influenza B",1
"Espírito Santo","Coronavirus SARS-CoV2",515
Bahia,"Coronavirus SARS-CoV2",503
"Paraná","Coronavirus SARS-CoV2",453
"Paraná",Rinovirus,1
Sergipe,"Coronavirus SARS-CoV2",306
Pernambuco,"Coronavirus SARS-CoV2",284
"Rio de Janeiro","Coronavirus SARS-CoV2",273
"Rio Grande do Norte","Coronavirus SARS-CoV2",249
"Rondônia","Coronavirus SARS-CoV2",244
"Ceará","Coronavirus SARS-CoV2",184
"Santa Catarina","Coronavirus SARS-CoV2",184
"Mato Grosso","Coronavirus SARS-CoV2",175
Tocantins,"Coronavirus SARS-CoV2",175
"Amapá","Coronavirus SARS-CoV2",166
"Piauí","Coronavirus SARS-CoV2",152
"Pará","Coronavirus SARS-CoV2",147
"Minas Gerais","Coronavirus SARS-CoV2",129
Roraima,"Coronavirus SARS-CoV2",127
"Mato Grosso do Sul","Coronavirus SARS-CoV2",119
"Paraíba","Coronavirus SARS-CoV2",110
"Rio Grande do Sul","Coronavirus SARS-CoV2",105
Alagoas,"Coronavirus SARS-CoV2",104
"Maranhão","Coronavirus SARS-CoV2",92
Acre,"Coronavirus SARS-CoV2",64
"Goiás","Coronavirus SARS-CoV2",57
Amazonas,"Coronavirus SARS-CoV2",38
"Distrito Federal","Coronavirus SARS-CoV2",4
