"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.707"
"Paraná","Coronavirus SARS-CoV2","2.206"
"Paraná",Rinovirus,6
Bahia,"Coronavirus SARS-CoV2","1.166"
"Santa Catarina","Coronavirus SARS-CoV2","1.075"
Pernambuco,"Coronavirus SARS-CoV2",677
"Rio Grande do Sul","Coronavirus SARS-CoV2",670
Sergipe,"Coronavirus SARS-CoV2",650
"Rondônia","Coronavirus SARS-CoV2",413
"Minas Gerais","Coronavirus SARS-CoV2",404
"Espírito Santo","Coronavirus SARS-CoV2",383
"Mato Grosso do Sul","Coronavirus SARS-CoV2",353
"Ceará","Coronavirus SARS-CoV2",321
"Rio de Janeiro","Coronavirus SARS-CoV2",293
Tocantins,"Coronavirus SARS-CoV2",281
"Rio Grande do Norte","Coronavirus SARS-CoV2",271
"Pará","Coronavirus SARS-CoV2",154
"Piauí","Coronavirus SARS-CoV2",153
Acre,"Coronavirus SARS-CoV2",145
"Goiás","Coronavirus SARS-CoV2",140
"Paraíba","Coronavirus SARS-CoV2",76
Alagoas,"Coronavirus SARS-CoV2",51
"Maranhão","Coronavirus SARS-CoV2",50
Amazonas,"Coronavirus SARS-CoV2",44
Roraima,"Coronavirus SARS-CoV2",39
"Amapá","Coronavirus SARS-CoV2",18
"Mato Grosso","Coronavirus SARS-CoV2",8
"Distrito Federal","Coronavirus SARS-CoV2",3
