"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Coronavirus SARS-CoV2",136
Sergipe,"Coronavirus SARS-CoV2",109
"Rio Grande do Sul","Coronavirus SARS-CoV2",71
"Rondônia","Coronavirus SARS-CoV2",53
"Minas Gerais","Coronavirus SARS-CoV2",50
"Rio de Janeiro","Coronavirus SARS-CoV2",50
"Rio Grande do Norte","Coronavirus SARS-CoV2",40
Tocantins,"Coronavirus SARS-CoV2",39
"Paraíba","Coronavirus SARS-CoV2",36
"Mato Grosso do Sul","Coronavirus SARS-CoV2",32
"Ceará","Coronavirus SARS-CoV2",30
"São Paulo","Coronavirus SARS-CoV2",26
Bahia,"Coronavirus SARS-CoV2",21
"Santa Catarina","Coronavirus SARS-CoV2",12
Pernambuco,"Coronavirus SARS-CoV2",9
Alagoas,"Coronavirus SARS-CoV2",7
"Pará","Coronavirus SARS-CoV2",5
Acre,"Coronavirus SARS-CoV2",4
"Goiás","Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",3
Amazonas,"Coronavirus SARS-CoV2",1
"Distrito Federal","Coronavirus SARS-CoV2",1
"Maranhão","Coronavirus SARS-CoV2",1
Roraima,"Coronavirus SARS-CoV2",1
