"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",395
"São Paulo","Influenza A",1
"São Paulo","Influenza B",1
"Rio de Janeiro","Coronavirus SARS-CoV2",297
Amazonas,"Coronavirus SARS-CoV2",144
Pernambuco,"Coronavirus SARS-CoV2",120
Pernambuco,"Influenza A",7
Pernambuco,"Influenza B",1
"Ceará","Coronavirus SARS-CoV2",110
"Maranhão","Coronavirus SARS-CoV2",108
Bahia,"Coronavirus SARS-CoV2",46
Bahia,"Influenza A",3
Bahia,"Influenza B",1
"Espírito Santo","Coronavirus SARS-CoV2",45
"Espírito Santo","Influenza A",2
"Espírito Santo","Virus Sincicial Respiratorio",2
"Espírito Santo","Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",45
"Paraná","Coronavirus SARS-CoV2",32
"Paraná",Rinovirus,8
"Paraná",Adenovirus,4
"Amapá","Coronavirus SARS-CoV2",28
"Amapá","Influenza B",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",20
"Pará","Coronavirus SARS-CoV2",19
"Minas Gerais","Coronavirus SARS-CoV2",16
Roraima,"Coronavirus SARS-CoV2",7
Roraima,"Virus Sincicial Respiratorio",6
"Goiás","Coronavirus SARS-CoV2",7
"Goiás",Metapneumovirus,3
"Goiás","Virus Sincicial Respiratorio",2
"Mato Grosso do Sul","Coronavirus SARS-CoV2",6
"Mato Grosso do Sul",Adenovirus,1
"Mato Grosso do Sul",Metapneumovirus,1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",9
"Paraíba","Coronavirus SARS-CoV2",8
"Mato Grosso","Coronavirus SARS-CoV2",7
"Piauí",Metapneumovirus,3
"Piauí","Coronavirus SARS-CoV2",2
"Piauí","Parainfluenza tipo 1",1
"Piauí","Virus Sincicial Respiratorio",1
Alagoas,"Coronavirus SARS-CoV2",5
Acre,"Coronavirus SARS-CoV2",3
"Rondônia","Coronavirus SARS-CoV2",1
