"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.675"
"Paraná","Coronavirus SARS-CoV2","1.063"
"Paraná",Rinovirus,2
"Paraná",Adenovirus,1
Bahia,"Coronavirus SARS-CoV2",930
"Rio Grande do Sul","Coronavirus SARS-CoV2",615
"Santa Catarina","Coronavirus SARS-CoV2",593
"Ceará","Coronavirus SARS-CoV2",473
"Rio de Janeiro","Coronavirus SARS-CoV2",441
"Rio de Janeiro","Virus Sincicial Respiratorio",1
"Minas Gerais","Coronavirus SARS-CoV2",382
Pernambuco,"Coronavirus SARS-CoV2",308
Sergipe,"Coronavirus SARS-CoV2",277
"Mato Grosso do Sul","Coronavirus SARS-CoV2",191
"Rondônia","Coronavirus SARS-CoV2",120
"Goiás","Coronavirus SARS-CoV2",119
"Pará","Coronavirus SARS-CoV2",107
Amazonas,"Coronavirus SARS-CoV2",99
Tocantins,"Coronavirus SARS-CoV2",87
"Rio Grande do Norte","Coronavirus SARS-CoV2",85
Roraima,"Coronavirus SARS-CoV2",77
"Paraíba","Coronavirus SARS-CoV2",50
"Mato Grosso","Coronavirus SARS-CoV2",46
Acre,"Coronavirus SARS-CoV2",26
"Maranhão","Coronavirus SARS-CoV2",20
Alagoas,"Coronavirus SARS-CoV2",8
"Distrito Federal","Coronavirus SARS-CoV2",5
"Piauí","Coronavirus SARS-CoV2",3
"Espírito Santo","Coronavirus SARS-CoV2",2
