"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",704
"Paraná","Coronavirus SARS-CoV2",457
Bahia,"Coronavirus SARS-CoV2",381
"Espírito Santo","Coronavirus SARS-CoV2",333
Sergipe,"Coronavirus SARS-CoV2",311
"Minas Gerais","Coronavirus SARS-CoV2",171
"Rio Grande do Sul","Coronavirus SARS-CoV2",153
"Santa Catarina","Coronavirus SARS-CoV2",129
"Rio de Janeiro","Coronavirus SARS-CoV2",121
Pernambuco,"Coronavirus SARS-CoV2",112
"Goiás","Coronavirus SARS-CoV2",107
"Mato Grosso do Sul","Coronavirus SARS-CoV2",104
"Mato Grosso","Coronavirus SARS-CoV2",103
"Ceará","Coronavirus SARS-CoV2",94
"Rio Grande do Norte","Coronavirus SARS-CoV2",93
"Piauí","Coronavirus SARS-CoV2",73
"Pará","Coronavirus SARS-CoV2",58
Tocantins,"Coronavirus SARS-CoV2",58
Acre,"Coronavirus SARS-CoV2",52
Alagoas,"Coronavirus SARS-CoV2",47
"Paraíba","Coronavirus SARS-CoV2",44
"Rondônia","Coronavirus SARS-CoV2",37
Amazonas,"Coronavirus SARS-CoV2",25
"Amapá","Coronavirus SARS-CoV2",24
"Maranhão","Coronavirus SARS-CoV2",19
Roraima,"Coronavirus SARS-CoV2",18
