"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",506
"Espírito Santo","Coronavirus SARS-CoV2",496
"Rio de Janeiro","Coronavirus SARS-CoV2",494
Bahia,"Coronavirus SARS-CoV2",468
"Ceará","Coronavirus SARS-CoV2",467
Pernambuco,"Coronavirus SARS-CoV2",458
Sergipe,"Coronavirus SARS-CoV2",320
"Amapá","Coronavirus SARS-CoV2",274
Acre,"Coronavirus SARS-CoV2",210
"Santa Catarina","Coronavirus SARS-CoV2",205
Amazonas,"Coronavirus SARS-CoV2",197
Tocantins,"Coronavirus SARS-CoV2",170
"Paraná","Coronavirus SARS-CoV2",160
"Paraná",Rinovirus,3
"Rio Grande do Norte","Coronavirus SARS-CoV2",161
"Rondônia","Coronavirus SARS-CoV2",161
"Pará","Coronavirus SARS-CoV2",159
"Paraíba","Coronavirus SARS-CoV2",134
Roraima,"Coronavirus SARS-CoV2",131
"Maranhão","Coronavirus SARS-CoV2",130
Alagoas,"Coronavirus SARS-CoV2",121
"Piauí","Coronavirus SARS-CoV2",85
"Minas Gerais","Coronavirus SARS-CoV2",69
"Minas Gerais",Bocavirus,1
"Mato Grosso","Coronavirus SARS-CoV2",69
"Rio Grande do Sul","Coronavirus SARS-CoV2",64
"Mato Grosso do Sul","Coronavirus SARS-CoV2",59
"Mato Grosso do Sul",Adenovirus,1
"Goiás","Coronavirus SARS-CoV2",37
"Goiás",Metapneumovirus,1
"Distrito Federal","Coronavirus SARS-CoV2",1
