"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.451"
"Paraná","Coronavirus SARS-CoV2","1.961"
"Paraná",Adenovirus,1
"Paraná",Rinovirus,1
"Santa Catarina","Coronavirus SARS-CoV2","1.123"
Bahia,"Coronavirus SARS-CoV2","1.011"
Pernambuco,"Coronavirus SARS-CoV2",704
"Rio Grande do Sul","Coronavirus SARS-CoV2",580
Sergipe,"Coronavirus SARS-CoV2",526
"Espírito Santo","Coronavirus SARS-CoV2",438
"Mato Grosso do Sul","Coronavirus SARS-CoV2",423
"Minas Gerais","Coronavirus SARS-CoV2",422
"Rondônia","Coronavirus SARS-CoV2",385
"Ceará","Coronavirus SARS-CoV2",324
Tocantins,"Coronavirus SARS-CoV2",315
"Rio de Janeiro","Coronavirus SARS-CoV2",254
"Rio Grande do Norte","Coronavirus SARS-CoV2",234
"Piauí","Coronavirus SARS-CoV2",166
"Goiás","Coronavirus SARS-CoV2",122
Acre,"Coronavirus SARS-CoV2",106
"Pará","Coronavirus SARS-CoV2",105
Amazonas,"Coronavirus SARS-CoV2",88
"Paraíba","Coronavirus SARS-CoV2",83
"Maranhão","Coronavirus SARS-CoV2",39
Alagoas,"Coronavirus SARS-CoV2",34
Roraima,"Coronavirus SARS-CoV2",34
"Amapá","Coronavirus SARS-CoV2",25
"Distrito Federal","Coronavirus SARS-CoV2",7
"Mato Grosso","Coronavirus SARS-CoV2",4
