"UF de residência","Vírus","Nº de vírus identificados"
"Paraná",Rinovirus,6
"Paraná","Influenza A",1
"Paraná","Parainfluenza tipo 1",1
"Paraná","Virus Sincicial Respiratorio",1
"Pará","Influenza A",2
"Pará","Coronavirus SARS-CoV2",1
"Pará","Influenza B",1
"Rio de Janeiro",Adenovirus,4
"São Paulo","Influenza A",3
"São Paulo","Influenza B",1
Sergipe,"Influenza B",2
Sergipe,"Coronavirus SARS-CoV2",1
"Espírito Santo","Influenza A",1
"Espírito Santo","Influenza B",1
"Rio Grande do Sul",Enterovirus,1
"Rio Grande do Sul",Metapneumovirus,1
"Santa Catarina","Influenza A",2
Tocantins,"Influenza A",2
Bahia,"Influenza B",1
"Goiás","Influenza A",1
"Minas Gerais","Influenza A",1
