"UF de residência","Vírus","Nº de vírus identificados"
Pernambuco,"Coronavirus SARS-CoV2",678
Pernambuco,"Influenza A",4
"São Paulo","Coronavirus SARS-CoV2",532
"São Paulo","Influenza B",1
"Ceará","Coronavirus SARS-CoV2",436
"Rio de Janeiro","Coronavirus SARS-CoV2",358
Amazonas,"Coronavirus SARS-CoV2",302
"Pará","Coronavirus SARS-CoV2",288
"Maranhão","Coronavirus SARS-CoV2",244
Bahia,"Coronavirus SARS-CoV2",173
Bahia,"Influenza B",1
"Amapá","Coronavirus SARS-CoV2",170
"Espírito Santo","Coronavirus SARS-CoV2",138
Alagoas,"Coronavirus SARS-CoV2",94
"Rondônia","Coronavirus SARS-CoV2",57
"Rio Grande do Norte","Coronavirus SARS-CoV2",53
"Rio Grande do Sul","Coronavirus SARS-CoV2",53
"Paraíba","Coronavirus SARS-CoV2",52
Roraima,"Coronavirus SARS-CoV2",52
"Santa Catarina","Coronavirus SARS-CoV2",44
Acre,"Coronavirus SARS-CoV2",39
"Paraná","Coronavirus SARS-CoV2",33
"Piauí","Coronavirus SARS-CoV2",33
"Minas Gerais","Coronavirus SARS-CoV2",22
"Goiás","Coronavirus SARS-CoV2",14
"Goiás",Metapneumovirus,2
"Goiás",Rinovirus,1
"Goiás","Virus Sincicial Respiratorio",1
Sergipe,"Coronavirus SARS-CoV2",14
Sergipe,"Influenza B",2
Sergipe,"Influenza A",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul","Influenza B",1
Tocantins,"Coronavirus SARS-CoV2",2
Tocantins,"Influenza B",1
"Mato Grosso","Coronavirus SARS-CoV2",1
