"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",434
"São Paulo","Coronavirus SARS-CoV2",348
"Rio de Janeiro","Coronavirus SARS-CoV2",316
"Pará","Coronavirus SARS-CoV2",251
"Amapá","Coronavirus SARS-CoV2",245
Pernambuco,"Coronavirus SARS-CoV2",237
Alagoas,"Coronavirus SARS-CoV2",191
Bahia,"Coronavirus SARS-CoV2",178
"Maranhão","Coronavirus SARS-CoV2",173
"Espírito Santo","Coronavirus SARS-CoV2",162
Amazonas,"Coronavirus SARS-CoV2",129
Sergipe,"Coronavirus SARS-CoV2",114
Sergipe,"Influenza B",2
Sergipe,"Influenza A",1
"Rondônia","Coronavirus SARS-CoV2",91
"Paraíba","Coronavirus SARS-CoV2",80
"Rio Grande do Norte","Coronavirus SARS-CoV2",50
Acre,"Coronavirus SARS-CoV2",41
Roraima,"Coronavirus SARS-CoV2",41
"Santa Catarina","Coronavirus SARS-CoV2",37
"Piauí","Coronavirus SARS-CoV2",33
"Rio Grande do Sul","Coronavirus SARS-CoV2",23
"Paraná","Coronavirus SARS-CoV2",20
"Minas Gerais","Coronavirus SARS-CoV2",18
"Goiás","Coronavirus SARS-CoV2",14
Tocantins,"Coronavirus SARS-CoV2",7
"Mato Grosso do Sul","Coronavirus SARS-CoV2",5
"Mato Grosso","Coronavirus SARS-CoV2",4
