"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.915"
"Paraná","Coronavirus SARS-CoV2","1.820"
"Paraná",Rinovirus,8
Bahia,"Coronavirus SARS-CoV2","1.211"
"Espírito Santo","Coronavirus SARS-CoV2",564
"Rio Grande do Sul","Coronavirus SARS-CoV2",557
"Mato Grosso do Sul","Coronavirus SARS-CoV2",545
"Mato Grosso do Sul",Adenovirus,1
Tocantins,"Coronavirus SARS-CoV2",476
"Santa Catarina","Coronavirus SARS-CoV2",473
"Minas Gerais","Coronavirus SARS-CoV2",346
"Goiás","Coronavirus SARS-CoV2",345
"Ceará","Coronavirus SARS-CoV2",326
"Rondônia","Coronavirus SARS-CoV2",318
"Rio de Janeiro","Coronavirus SARS-CoV2",298
Pernambuco,"Coronavirus SARS-CoV2",285
Sergipe,"Coronavirus SARS-CoV2",271
"Rio Grande do Norte","Coronavirus SARS-CoV2",219
"Pará","Coronavirus SARS-CoV2",102
"Pará",Rinovirus,2
"Piauí","Coronavirus SARS-CoV2",91
"Paraíba","Coronavirus SARS-CoV2",54
Acre,"Coronavirus SARS-CoV2",45
Amazonas,"Coronavirus SARS-CoV2",37
"Maranhão","Coronavirus SARS-CoV2",32
"Maranhão","Influenza A",1
Roraima,"Coronavirus SARS-CoV2",20
"Mato Grosso","Coronavirus SARS-CoV2",16
Alagoas,"Coronavirus SARS-CoV2",13
"Amapá","Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",5
