"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.287"
"Paraná","Coronavirus SARS-CoV2","1.481"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",908
Bahia,Rinovirus,5
"Rio de Janeiro","Coronavirus SARS-CoV2",484
"Rio de Janeiro","Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",420
"Minas Gerais","Coronavirus SARS-CoV2",409
"Ceará","Coronavirus SARS-CoV2",390
"Mato Grosso do Sul","Coronavirus SARS-CoV2",363
"Espírito Santo","Coronavirus SARS-CoV2",304
"Santa Catarina","Coronavirus SARS-CoV2",283
Pernambuco,"Coronavirus SARS-CoV2",257
Tocantins,"Coronavirus SARS-CoV2",231
"Rondônia","Coronavirus SARS-CoV2",226
"Piauí","Coronavirus SARS-CoV2",189
"Goiás","Coronavirus SARS-CoV2",185
"Rio Grande do Norte","Coronavirus SARS-CoV2",147
Sergipe,"Coronavirus SARS-CoV2",101
"Mato Grosso","Coronavirus SARS-CoV2",65
Amazonas,"Coronavirus SARS-CoV2",58
"Paraíba","Coronavirus SARS-CoV2",58
"Pará","Coronavirus SARS-CoV2",47
Roraima,"Coronavirus SARS-CoV2",31
"Maranhão","Coronavirus SARS-CoV2",30
Acre,"Coronavirus SARS-CoV2",17
Alagoas,"Coronavirus SARS-CoV2",10
"Distrito Federal","Coronavirus SARS-CoV2",9
