"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",689
Pernambuco,"Coronavirus SARS-CoV2",609
"Ceará","Coronavirus SARS-CoV2",607
"São Paulo","Coronavirus SARS-CoV2",461
"Amapá","Coronavirus SARS-CoV2",330
"Pará","Coronavirus SARS-CoV2",302
"Maranhão","Coronavirus SARS-CoV2",214
"Maranhão","Influenza B",1
Amazonas,"Coronavirus SARS-CoV2",213
Alagoas,"Coronavirus SARS-CoV2",210
"Espírito Santo","Coronavirus SARS-CoV2",195
Bahia,"Coronavirus SARS-CoV2",172
Bahia,"Influenza B",1
Sergipe,"Coronavirus SARS-CoV2",145
Sergipe,"Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",81
"Paraíba","Coronavirus SARS-CoV2",80
"Rio Grande do Sul","Coronavirus SARS-CoV2",78
"Rondônia","Coronavirus SARS-CoV2",73
"Rio Grande do Norte","Coronavirus SARS-CoV2",59
Acre,"Coronavirus SARS-CoV2",57
"Piauí","Coronavirus SARS-CoV2",55
Roraima,"Coronavirus SARS-CoV2",50
Roraima,"Influenza A",1
Roraima,"Virus Sincicial Respiratorio",1
"Paraná","Coronavirus SARS-CoV2",43
"Minas Gerais","Coronavirus SARS-CoV2",34
Tocantins,"Coronavirus SARS-CoV2",19
Tocantins,"Influenza B",1
"Goiás","Coronavirus SARS-CoV2",15
"Mato Grosso","Coronavirus SARS-CoV2",10
"Mato Grosso do Sul","Coronavirus SARS-CoV2",7
"Distrito Federal","Coronavirus SARS-CoV2",2
