"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza B",32
"São Paulo","Influenza A",27
"São Paulo","Coronavirus SARS-CoV2",25
"São Paulo","Virus Sincicial Respiratorio",1
"Paraná",Rinovirus,34
"Paraná","Coronavirus SARS-CoV2",6
"Paraná","Virus Sincicial Respiratorio",6
"Paraná","Coronavirus HKU1",4
"Paraná",Adenovirus,3
"Paraná","Influenza A",3
"Paraná","Coronavirus 229E",2
"Paraná","Coronavirus NL63",2
"Paraná","Influenza B",2
"Paraná","Parainfluenza tipo 1",2
"Paraná","Coronavirus OC43",1
"Paraná",Metapneumovirus,1
"Ceará","Influenza A",10
"Ceará","Influenza B",7
"Ceará","Virus Sincicial Respiratorio",7
"Ceará","Coronavirus SARS-CoV2",1
"Minas Gerais","Influenza A",19
"Minas Gerais","Influenza B",4
"Minas Gerais","Coronavirus SARS-CoV2",1
"Minas Gerais","Virus Sincicial Respiratorio",1
Bahia,"Influenza A",10
Bahia,"Coronavirus SARS-CoV2",5
Bahia,"Influenza B",2
Bahia,Rinovirus,1
Bahia,"Virus Sincicial Respiratorio",1
Pernambuco,"Coronavirus SARS-CoV2",8
Pernambuco,"Influenza A",5
Pernambuco,Rinovirus,3
Pernambuco,Metapneumovirus,2
Pernambuco,"Coronavirus NL63",1
"Santa Catarina","Influenza A",7
"Santa Catarina","Influenza B",5
"Santa Catarina","Coronavirus SARS-CoV2",3
"Santa Catarina","Virus Sincicial Respiratorio",2
"Mato Grosso do Sul","Influenza A",7
"Mato Grosso do Sul","Coronavirus SARS-CoV2",2
"Mato Grosso do Sul",Adenovirus,1
"Mato Grosso do Sul","Influenza B",1
"Espírito Santo","Influenza A",4
"Espírito Santo","Coronavirus SARS-CoV2",2
"Espírito Santo","Influenza B",2
"Espírito Santo","Virus Sincicial Respiratorio",1
Amazonas,Adenovirus,2
Amazonas,"Coronavirus SARS-CoV2",2
Amazonas,Metapneumovirus,2
Amazonas,"Influenza A",1
Sergipe,"Coronavirus SARS-CoV2",5
Sergipe,"Influenza A",1
Sergipe,"Parainfluenza tipo 1",1
"Goiás",Rinovirus,3
"Goiás","Influenza B",1
"Goiás",Metapneumovirus,1
"Goiás","Parainfluenza tipo 3",1
"Pará","Influenza A",4
"Pará","Coronavirus SARS-CoV2",1
"Pará","Influenza B",1
"Rio Grande do Norte","Influenza B",2
"Rio Grande do Norte",Rinovirus,2
"Rio Grande do Norte",Adenovirus,1
"Rio Grande do Norte",Metapneumovirus,1
"Maranhão","Influenza B",3
"Maranhão",Adenovirus,1
"Maranhão","Influenza A",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",5
"Paraíba",Rinovirus,2
"Rio de Janeiro","Coronavirus SARS-CoV2",1
"Rio de Janeiro","Influenza A",1
Acre,"Coronavirus SARS-CoV2",1
Alagoas,"Influenza B",1
"Amapá",Rinovirus,1
"Piauí","Influenza A",1
Roraima,"Coronavirus HKU1",1
Tocantins,"Influenza A",1
