"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Influenza B",4
"Paraná",Rinovirus,4
"Paraná","Coronavirus SARS-CoV2",1
"Rio de Janeiro","Influenza B",3
"Rio de Janeiro",Metapneumovirus,2
Bahia,"Influenza B",3
Bahia,Metapneumovirus,1
"São Paulo","Influenza B",3
"Maranhão","Influenza A",1
"Maranhão",Metapneumovirus,1
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul",Metapneumovirus,1
Acre,Metapneumovirus,1
"Goiás",Rinovirus,1
"Piauí","Virus Sincicial Respiratorio",1
