"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",579
"Rio de Janeiro","Coronavirus SARS-CoV2",539
Pernambuco,"Coronavirus SARS-CoV2",525
Bahia,"Coronavirus SARS-CoV2",442
Bahia,"Virus Sincicial Respiratorio",1
"São Paulo","Coronavirus SARS-CoV2",418
"Espírito Santo","Coronavirus SARS-CoV2",406
"Amapá","Coronavirus SARS-CoV2",355
"Pará","Coronavirus SARS-CoV2",306
Amazonas,"Coronavirus SARS-CoV2",304
Alagoas,"Coronavirus SARS-CoV2",271
"Maranhão","Coronavirus SARS-CoV2",258
Sergipe,"Coronavirus SARS-CoV2",257
"Paraíba","Coronavirus SARS-CoV2",177
Acre,"Coronavirus SARS-CoV2",154
"Rio Grande do Norte","Coronavirus SARS-CoV2",145
"Santa Catarina","Coronavirus SARS-CoV2",121
Roraima,"Coronavirus SARS-CoV2",110
Tocantins,"Coronavirus SARS-CoV2",100
"Piauí","Coronavirus SARS-CoV2",88
"Rondônia","Coronavirus SARS-CoV2",87
"Paraná","Coronavirus SARS-CoV2",74
"Paraná",Rinovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",62
"Minas Gerais","Coronavirus SARS-CoV2",57
"Minas Gerais","Virus Sincicial Respiratorio",1
"Mato Grosso","Coronavirus SARS-CoV2",41
"Mato Grosso do Sul","Coronavirus SARS-CoV2",37
"Goiás","Coronavirus SARS-CoV2",26
"Distrito Federal","Coronavirus SARS-CoV2",3
