"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.848"
"Paraná","Coronavirus SARS-CoV2","1.356"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",840
Bahia,Rinovirus,3
"Rio Grande do Sul","Coronavirus SARS-CoV2",440
"Rio de Janeiro","Coronavirus SARS-CoV2",388
"Rio de Janeiro","Virus Sincicial Respiratorio",2
"Minas Gerais","Coronavirus SARS-CoV2",370
"Ceará","Coronavirus SARS-CoV2",353
"Espírito Santo","Coronavirus SARS-CoV2",314
"Mato Grosso do Sul","Coronavirus SARS-CoV2",294
Pernambuco,"Coronavirus SARS-CoV2",273
"Santa Catarina","Coronavirus SARS-CoV2",245
Tocantins,"Coronavirus SARS-CoV2",184
"Piauí","Coronavirus SARS-CoV2",154
Sergipe,"Coronavirus SARS-CoV2",151
"Rondônia","Coronavirus SARS-CoV2",136
"Goiás","Coronavirus SARS-CoV2",125
"Rio Grande do Norte","Coronavirus SARS-CoV2",101
Amazonas,"Coronavirus SARS-CoV2",69
"Mato Grosso","Coronavirus SARS-CoV2",57
"Paraíba","Coronavirus SARS-CoV2",57
"Pará","Coronavirus SARS-CoV2",33
Roraima,"Coronavirus SARS-CoV2",32
"Maranhão","Coronavirus SARS-CoV2",25
Acre,"Coronavirus SARS-CoV2",19
Alagoas,"Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",6
"Amapá","Coronavirus SARS-CoV2",1
