"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza B",8
"São Paulo","Influenza A",2
"São Paulo",Adenovirus,1
"São Paulo",Rinovirus,1
Amazonas,"Influenza B",3
Amazonas,Adenovirus,1
Amazonas,"Influenza A",1
Amazonas,"Virus Sincicial Respiratorio",1
Bahia,"Influenza A",3
Bahia,Metapneumovirus,2
"Paraná","Influenza A",2
"Paraná","Coronavirus 229E",1
"Paraná",Metapneumovirus,1
"Minas Gerais",Bocavirus,2
Pernambuco,"Influenza B",2
"Rio de Janeiro","Influenza B",2
Acre,"Influenza B",1
"Ceará",Rinovirus,1
"Rio Grande do Sul","Influenza A",1
Tocantins,"Influenza A",1
