"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.591"
"Paraná","Coronavirus SARS-CoV2","1.709"
"Paraná",Rinovirus,5
"Paraná",Adenovirus,1
Bahia,"Coronavirus SARS-CoV2",972
Bahia,Rinovirus,5
"Rio Grande do Sul","Coronavirus SARS-CoV2",537
"Minas Gerais","Coronavirus SARS-CoV2",481
"Rio de Janeiro","Coronavirus SARS-CoV2",468
"Ceará","Coronavirus SARS-CoV2",371
"Espírito Santo","Coronavirus SARS-CoV2",369
"Mato Grosso do Sul","Coronavirus SARS-CoV2",369
Tocantins,"Coronavirus SARS-CoV2",325
"Santa Catarina","Coronavirus SARS-CoV2",309
"Goiás","Coronavirus SARS-CoV2",291
Pernambuco,"Coronavirus SARS-CoV2",289
"Piauí","Coronavirus SARS-CoV2",225
"Rondônia","Coronavirus SARS-CoV2",182
Sergipe,"Coronavirus SARS-CoV2",142
"Rio Grande do Norte","Coronavirus SARS-CoV2",119
"Mato Grosso","Coronavirus SARS-CoV2",85
Amazonas,"Coronavirus SARS-CoV2",75
"Paraíba","Coronavirus SARS-CoV2",74
"Pará","Coronavirus SARS-CoV2",58
"Maranhão","Coronavirus SARS-CoV2",28
Acre,"Coronavirus SARS-CoV2",27
Roraima,"Coronavirus SARS-CoV2",26
"Distrito Federal","Coronavirus SARS-CoV2",8
Alagoas,"Coronavirus SARS-CoV2",5
