"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",608
"Paraná","Coronavirus SARS-CoV2",556
"Paraná",Rinovirus,1
"Espírito Santo","Coronavirus SARS-CoV2",235
"Rio Grande do Sul","Coronavirus SARS-CoV2",193
Bahia,"Coronavirus SARS-CoV2",150
"Rio de Janeiro","Coronavirus SARS-CoV2",138
"Rio de Janeiro","Virus Sincicial Respiratorio",1
"Piauí","Coronavirus SARS-CoV2",115
"Ceará","Coronavirus SARS-CoV2",110
"Santa Catarina","Coronavirus SARS-CoV2",103
"Mato Grosso do Sul","Coronavirus SARS-CoV2",91
"Minas Gerais","Coronavirus SARS-CoV2",87
Pernambuco,"Coronavirus SARS-CoV2",85
Sergipe,"Coronavirus SARS-CoV2",69
"Goiás","Coronavirus SARS-CoV2",47
"Rondônia","Coronavirus SARS-CoV2",41
"Pará","Coronavirus SARS-CoV2",38
"Rio Grande do Norte","Coronavirus SARS-CoV2",37
Amazonas,"Coronavirus SARS-CoV2",23
Tocantins,"Coronavirus SARS-CoV2",20
Roraima,"Coronavirus SARS-CoV2",13
"Paraíba","Coronavirus SARS-CoV2",12
Acre,"Coronavirus SARS-CoV2",8
"Maranhão","Coronavirus SARS-CoV2",7
Alagoas,"Coronavirus SARS-CoV2",2
"Amapá","Coronavirus SARS-CoV2",1
"Distrito Federal","Coronavirus SARS-CoV2",1
"Mato Grosso","Coronavirus SARS-CoV2",1
