"UF de residência","Vírus","Nº de vírus identificados"
Pernambuco,"Coronavirus SARS-CoV2",519
Pernambuco,"Influenza A",7
Pernambuco,"Influenza B",1
"Rio de Janeiro","Coronavirus SARS-CoV2",514
"São Paulo","Coronavirus SARS-CoV2",361
"São Paulo","Influenza B",3
Amazonas,"Coronavirus SARS-CoV2",273
"Ceará","Coronavirus SARS-CoV2",193
"Maranhão","Coronavirus SARS-CoV2",167
"Espírito Santo","Coronavirus SARS-CoV2",117
"Amapá","Coronavirus SARS-CoV2",114
"Pará","Coronavirus SARS-CoV2",113
"Pará","Influenza A",1
Bahia,"Coronavirus SARS-CoV2",67
Bahia,"Influenza B",1
"Paraná","Coronavirus SARS-CoV2",33
"Paraná",Metapneumovirus,3
"Paraná",Rinovirus,3
"Rio Grande do Norte","Coronavirus SARS-CoV2",35
"Santa Catarina","Coronavirus SARS-CoV2",29
Acre,"Coronavirus SARS-CoV2",26
"Minas Gerais","Coronavirus SARS-CoV2",18
"Minas Gerais","Influenza B",5
"Minas Gerais","Influenza A",2
"Paraíba","Coronavirus SARS-CoV2",17
"Paraíba","Influenza A",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",15
"Mato Grosso do Sul",Metapneumovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",14
Alagoas,"Coronavirus SARS-CoV2",12
"Goiás","Coronavirus SARS-CoV2",10
"Goiás",Adenovirus,2
"Piauí","Coronavirus SARS-CoV2",6
"Piauí",Adenovirus,3
"Piauí",Metapneumovirus,1
Roraima,"Coronavirus SARS-CoV2",10
"Rondônia","Coronavirus SARS-CoV2",7
"Rondônia","Influenza B",2
Tocantins,"Coronavirus SARS-CoV2",3
Tocantins,"Influenza B",2
"Mato Grosso","Coronavirus SARS-CoV2",4
Sergipe,"Coronavirus SARS-CoV2",3
Sergipe,"Influenza B",1
"Distrito Federal","Coronavirus SARS-CoV2",1
