"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.875"
"Paraná","Coronavirus SARS-CoV2","1.948"
"Paraná",Rinovirus,1
Bahia,"Coronavirus SARS-CoV2","1.151"
"Santa Catarina","Coronavirus SARS-CoV2",840
Sergipe,"Coronavirus SARS-CoV2",655
"Rio Grande do Sul","Coronavirus SARS-CoV2",542
Pernambuco,"Coronavirus SARS-CoV2",453
"Minas Gerais","Coronavirus SARS-CoV2",437
"Espírito Santo","Coronavirus SARS-CoV2",418
"Mato Grosso do Sul","Coronavirus SARS-CoV2",379
"Rondônia","Coronavirus SARS-CoV2",357
"Rio de Janeiro","Coronavirus SARS-CoV2",330
"Rio Grande do Norte","Coronavirus SARS-CoV2",276
Tocantins,"Coronavirus SARS-CoV2",244
"Ceará","Coronavirus SARS-CoV2",227
"Piauí","Coronavirus SARS-CoV2",143
Acre,"Coronavirus SARS-CoV2",118
"Goiás","Coronavirus SARS-CoV2",108
"Pará","Coronavirus SARS-CoV2",82
"Paraíba","Coronavirus SARS-CoV2",81
Roraima,"Coronavirus SARS-CoV2",57
Amazonas,"Coronavirus SARS-CoV2",39
Amazonas,"Virus Sincicial Respiratorio",1
"Maranhão","Coronavirus SARS-CoV2",34
Alagoas,"Coronavirus SARS-CoV2",30
"Amapá","Coronavirus SARS-CoV2",22
"Mato Grosso","Coronavirus SARS-CoV2",4
"Distrito Federal","Coronavirus SARS-CoV2",3
