"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",460
"São Paulo","Coronavirus SARS-CoV2",355
"Rio de Janeiro","Coronavirus SARS-CoV2",305
Pernambuco,"Coronavirus SARS-CoV2",221
"Pará","Coronavirus SARS-CoV2",207
"Amapá","Coronavirus SARS-CoV2",161
"Maranhão","Coronavirus SARS-CoV2",144
Bahia,"Coronavirus SARS-CoV2",95
Alagoas,"Coronavirus SARS-CoV2",81
"Espírito Santo","Coronavirus SARS-CoV2",80
"Santa Catarina","Coronavirus SARS-CoV2",45
Sergipe,"Coronavirus SARS-CoV2",43
Sergipe,"Influenza B",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",33
"Rondônia","Coronavirus SARS-CoV2",32
Acre,"Coronavirus SARS-CoV2",31
"Paraíba","Coronavirus SARS-CoV2",28
"Rio Grande do Norte","Coronavirus SARS-CoV2",25
"Piauí","Coronavirus SARS-CoV2",22
"Paraná","Coronavirus SARS-CoV2",20
"Minas Gerais","Coronavirus SARS-CoV2",15
"Goiás","Coronavirus SARS-CoV2",7
Roraima,"Coronavirus SARS-CoV2",6
"Mato Grosso do Sul","Coronavirus SARS-CoV2",2
Tocantins,"Coronavirus SARS-CoV2",2
Amazonas,"Coronavirus SARS-CoV2",1
"Distrito Federal","Coronavirus SARS-CoV2",1
