"UF de residência","Vírus","Nº de vírus identificados"
"Ceará","Coronavirus SARS-CoV2",363
"São Paulo","Coronavirus SARS-CoV2",332
"Rio de Janeiro","Coronavirus SARS-CoV2",254
Pernambuco,"Coronavirus SARS-CoV2",230
"Pará","Coronavirus SARS-CoV2",211
Alagoas,"Coronavirus SARS-CoV2",116
"Amapá","Coronavirus SARS-CoV2",100
"Espírito Santo","Coronavirus SARS-CoV2",100
Amazonas,"Coronavirus SARS-CoV2",97
Bahia,"Coronavirus SARS-CoV2",73
"Maranhão","Coronavirus SARS-CoV2",73
"Paraíba","Coronavirus SARS-CoV2",44
"Rio Grande do Sul","Coronavirus SARS-CoV2",42
"Rio Grande do Norte","Coronavirus SARS-CoV2",39
"Santa Catarina","Coronavirus SARS-CoV2",36
Acre,"Coronavirus SARS-CoV2",35
Sergipe,"Coronavirus SARS-CoV2",33
"Piauí","Coronavirus SARS-CoV2",25
"Rondônia","Coronavirus SARS-CoV2",21
"Minas Gerais","Coronavirus SARS-CoV2",15
"Paraná","Coronavirus SARS-CoV2",15
Roraima,"Coronavirus SARS-CoV2",11
"Goiás","Coronavirus SARS-CoV2",8
Tocantins,"Coronavirus SARS-CoV2",7
"Mato Grosso","Coronavirus SARS-CoV2",2
