"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.293"
"Paraná","Coronavirus SARS-CoV2","2.027"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",823
Bahia,Rinovirus,4
"Rio Grande do Sul","Coronavirus SARS-CoV2",653
"Rio de Janeiro","Coronavirus SARS-CoV2",399
"Mato Grosso do Sul","Coronavirus SARS-CoV2",396
"Mato Grosso do Sul",Adenovirus,1
"Minas Gerais","Coronavirus SARS-CoV2",395
"Minas Gerais",Bocavirus,1
"Santa Catarina","Coronavirus SARS-CoV2",376
"Goiás","Coronavirus SARS-CoV2",367
Tocantins,"Coronavirus SARS-CoV2",341
"Ceará","Coronavirus SARS-CoV2",298
Pernambuco,"Coronavirus SARS-CoV2",262
Pernambuco,"Virus Sincicial Respiratorio",1
"Espírito Santo","Coronavirus SARS-CoV2",238
"Piauí","Coronavirus SARS-CoV2",216
"Rondônia","Coronavirus SARS-CoV2",213
"Rio Grande do Norte","Coronavirus SARS-CoV2",206
Sergipe,"Coronavirus SARS-CoV2",177
"Pará","Coronavirus SARS-CoV2",69
"Paraíba","Coronavirus SARS-CoV2",63
"Maranhão","Coronavirus SARS-CoV2",47
"Mato Grosso","Coronavirus SARS-CoV2",41
Acre,"Coronavirus SARS-CoV2",36
Amazonas,"Coronavirus SARS-CoV2",34
Alagoas,"Coronavirus SARS-CoV2",21
"Amapá","Coronavirus SARS-CoV2",11
Roraima,"Coronavirus SARS-CoV2",11
"Distrito Federal","Coronavirus SARS-CoV2",10
