"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Coronavirus SARS-CoV2",699
"Paraná","Influenza A",1
"Paraná",Rinovirus,1
Sergipe,"Coronavirus SARS-CoV2",455
Sergipe,"Influenza A",1
Bahia,"Coronavirus SARS-CoV2",313
"São Paulo","Coronavirus SARS-CoV2",269
"Rio Grande do Sul","Coronavirus SARS-CoV2",252
"Rio de Janeiro","Coronavirus SARS-CoV2",244
"Ceará","Coronavirus SARS-CoV2",239
"Minas Gerais","Coronavirus SARS-CoV2",237
Pernambuco,"Coronavirus SARS-CoV2",159
"Mato Grosso do Sul","Coronavirus SARS-CoV2",158
"Rondônia","Coronavirus SARS-CoV2",121
"Rio Grande do Norte","Coronavirus SARS-CoV2",88
"Santa Catarina","Coronavirus SARS-CoV2",77
"Pará","Coronavirus SARS-CoV2",73
Tocantins,"Coronavirus SARS-CoV2",64
"Paraíba","Coronavirus SARS-CoV2",63
"Goiás","Coronavirus SARS-CoV2",62
Acre,"Coronavirus SARS-CoV2",35
Roraima,"Coronavirus SARS-CoV2",28
Amazonas,"Coronavirus SARS-CoV2",22
"Maranhão","Coronavirus SARS-CoV2",22
Alagoas,"Coronavirus SARS-CoV2",4
"Distrito Federal","Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",2
"Amapá","Coronavirus SARS-CoV2",1
"Espírito Santo","Coronavirus SARS-CoV2",1
