"UF de residência","Vírus","Nº de vírus identificados"
Bahia,"Coronavirus SARS-CoV2",613
"São Paulo","Coronavirus SARS-CoV2",609
"São Paulo","Influenza A",1
Sergipe,"Coronavirus SARS-CoV2",552
"Espírito Santo","Coronavirus SARS-CoV2",496
"Rio de Janeiro","Coronavirus SARS-CoV2",441
Pernambuco,"Coronavirus SARS-CoV2",393
"Ceará","Coronavirus SARS-CoV2",391
"Paraná","Coronavirus SARS-CoV2",259
"Amapá","Coronavirus SARS-CoV2",246
Tocantins,"Coronavirus SARS-CoV2",229
"Rio Grande do Norte","Coronavirus SARS-CoV2",196
"Santa Catarina","Coronavirus SARS-CoV2",179
Alagoas,"Coronavirus SARS-CoV2",156
"Rondônia","Coronavirus SARS-CoV2",147
"Paraíba","Coronavirus SARS-CoV2",139
"Pará","Coronavirus SARS-CoV2",135
"Maranhão","Coronavirus SARS-CoV2",125
"Mato Grosso do Sul","Coronavirus SARS-CoV2",116
"Piauí","Coronavirus SARS-CoV2",115
Roraima,"Coronavirus SARS-CoV2",110
Amazonas,"Coronavirus SARS-CoV2",98
"Minas Gerais","Coronavirus SARS-CoV2",91
"Minas Gerais",Adenovirus,1
"Mato Grosso","Coronavirus SARS-CoV2",87
Acre,"Coronavirus SARS-CoV2",76
"Rio Grande do Sul","Coronavirus SARS-CoV2",54
"Goiás","Coronavirus SARS-CoV2",29
"Distrito Federal","Coronavirus SARS-CoV2",3
