"UF de residência","Vírus","Nº de vírus identificados"
"Paraná",Rinovirus,3
"Paraná","Coronavirus HKU1",1
"Paraná","Coronavirus SARS-CoV2",1
"Paraná","Parainfluenza tipo 1",1
"Rio de Janeiro","Influenza B",4
"Rio de Janeiro","Parainfluenza tipo 3",1
"Mato Grosso do Sul","Parainfluenza tipo 3",3
"São Paulo","Influenza B",2
"São Paulo","Virus Sincicial Respiratorio",1
Amazonas,Adenovirus,1
Amazonas,"Influenza B",1
"Maranhão","Influenza B",1
"Maranhão",Rinovirus,1
"Minas Gerais","Influenza B",1
"Minas Gerais","Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Influenza A",2
Acre,"Influenza B",1
Bahia,"Influenza A",1
"Ceará","Influenza B",1
Pernambuco,"Influenza B",1
Roraima,"Influenza B",1
