"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.708"
"Paraná","Coronavirus SARS-CoV2","2.053"
"Paraná",Rinovirus,2
"Paraná",Metapneumovirus,1
Bahia,"Coronavirus SARS-CoV2","1.056"
Bahia,"Virus Sincicial Respiratorio",1
"Santa Catarina","Coronavirus SARS-CoV2",841
Pernambuco,"Coronavirus SARS-CoV2",645
"Rio Grande do Sul","Coronavirus SARS-CoV2",570
Sergipe,"Coronavirus SARS-CoV2",551
"Minas Gerais","Coronavirus SARS-CoV2",412
"Espírito Santo","Coronavirus SARS-CoV2",408
"Rondônia","Coronavirus SARS-CoV2",315
"Mato Grosso do Sul","Coronavirus SARS-CoV2",305
"Ceará","Coronavirus SARS-CoV2",276
Tocantins,"Coronavirus SARS-CoV2",251
"Rio Grande do Norte","Coronavirus SARS-CoV2",243
"Rio de Janeiro","Coronavirus SARS-CoV2",243
"Goiás","Coronavirus SARS-CoV2",156
"Piauí","Coronavirus SARS-CoV2",135
Acre,"Coronavirus SARS-CoV2",125
"Paraíba","Coronavirus SARS-CoV2",89
"Pará","Coronavirus SARS-CoV2",79
Alagoas,"Coronavirus SARS-CoV2",43
Amazonas,"Coronavirus SARS-CoV2",42
Roraima,"Coronavirus SARS-CoV2",42
"Maranhão","Coronavirus SARS-CoV2",26
"Amapá","Coronavirus SARS-CoV2",18
"Mato Grosso","Coronavirus SARS-CoV2",7
"Distrito Federal","Coronavirus SARS-CoV2",2
