"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",380
"São Paulo","Coronavirus SARS-CoV2",268
"São Paulo","Influenza B",3
"São Paulo","Virus Sincicial Respiratorio",1
Pernambuco,"Coronavirus SARS-CoV2",204
Pernambuco,"Influenza B",1
Pernambuco,"Virus Sincicial Respiratorio",1
Amazonas,"Coronavirus SARS-CoV2",172
"Maranhão","Coronavirus SARS-CoV2",133
"Ceará","Coronavirus SARS-CoV2",112
"Espírito Santo","Coronavirus SARS-CoV2",69
"Espírito Santo","Virus Sincicial Respiratorio",1
"Pará","Coronavirus SARS-CoV2",68
"Paraná","Coronavirus SARS-CoV2",59
"Paraná",Rinovirus,4
"Paraná",Adenovirus,1
"Paraná","Virus Sincicial Respiratorio",1
"Amapá","Coronavirus SARS-CoV2",41
Bahia,"Coronavirus SARS-CoV2",30
Bahia,"Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",24
Roraima,"Coronavirus SARS-CoV2",13
Roraima,"Virus Sincicial Respiratorio",8
"Minas Gerais","Coronavirus SARS-CoV2",14
"Minas Gerais","Parainfluenza tipo 3",1
Alagoas,"Coronavirus SARS-CoV2",13
"Rio Grande do Norte","Coronavirus SARS-CoV2",13
"Rio Grande do Sul","Coronavirus SARS-CoV2",10
"Goiás","Coronavirus SARS-CoV2",3
"Goiás",Metapneumovirus,2
"Goiás",Adenovirus,1
"Goiás","Virus Sincicial Respiratorio",1
"Piauí","Coronavirus SARS-CoV2",4
"Piauí","Influenza A",1
"Piauí",Metapneumovirus,1
Acre,"Coronavirus SARS-CoV2",5
"Paraíba","Coronavirus SARS-CoV2",5
"Mato Grosso do Sul","Coronavirus SARS-CoV2",2
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
"Mato Grosso","Coronavirus SARS-CoV2",3
Sergipe,"Coronavirus SARS-CoV2",1
Sergipe,"Influenza A",1
"Rondônia","Influenza B",1
