"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",553
"Espírito Santo","Coronavirus SARS-CoV2",549
"Ceará","Coronavirus SARS-CoV2",512
Pernambuco,"Coronavirus SARS-CoV2",497
Bahia,"Coronavirus SARS-CoV2",494
"São Paulo","Coronavirus SARS-CoV2",489
Sergipe,"Coronavirus SARS-CoV2",356
"Amapá","Coronavirus SARS-CoV2",324
Alagoas,"Coronavirus SARS-CoV2",205
Amazonas,"Coronavirus SARS-CoV2",205
Acre,"Coronavirus SARS-CoV2",178
"Pará","Coronavirus SARS-CoV2",178
"Maranhão","Coronavirus SARS-CoV2",175
"Paraná","Coronavirus SARS-CoV2",162
"Santa Catarina","Coronavirus SARS-CoV2",158
"Paraíba","Coronavirus SARS-CoV2",149
"Rio Grande do Norte","Coronavirus SARS-CoV2",139
Roraima,"Coronavirus SARS-CoV2",135
Tocantins,"Coronavirus SARS-CoV2",132
"Rondônia","Coronavirus SARS-CoV2",109
"Mato Grosso do Sul","Coronavirus SARS-CoV2",84
"Mato Grosso do Sul","Influenza A",1
"Piauí","Coronavirus SARS-CoV2",83
"Mato Grosso","Coronavirus SARS-CoV2",78
"Minas Gerais","Coronavirus SARS-CoV2",73
"Rio Grande do Sul","Coronavirus SARS-CoV2",63
"Goiás","Coronavirus SARS-CoV2",31
"Distrito Federal","Coronavirus SARS-CoV2",3
