"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",122
"São Paulo","Influenza B",4
"São Paulo","Influenza A",2
"Ceará","Coronavirus SARS-CoV2",113
"Paraná",Rinovirus,20
"Paraná","Coronavirus SARS-CoV2",8
"Paraná","Influenza A",7
"Paraná","Influenza B",4
"Paraná","Virus Sincicial Respiratorio",3
"Paraná",Adenovirus,1
"Paraná","Parainfluenza tipo 2",1
Bahia,"Coronavirus SARS-CoV2",13
Bahia,"Influenza A",12
Bahia,"Influenza B",2
"Maranhão","Coronavirus SARS-CoV2",11
"Maranhão","Influenza A",4
"Maranhão","Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",16
"Pará","Influenza A",9
"Pará","Influenza B",3
"Piauí","Influenza A",5
"Piauí",Metapneumovirus,3
"Piauí","Virus Sincicial Respiratorio",2
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Parainfluenza tipo 1",1
Pernambuco,"Influenza A",8
Pernambuco,"Influenza B",2
Pernambuco,"Coronavirus SARS-CoV2",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",5
"Rio Grande do Norte","Influenza B",4
"Rio Grande do Norte","Influenza A",2
"Minas Gerais","Coronavirus SARS-CoV2",6
"Minas Gerais","Influenza A",4
"Espírito Santo","Coronavirus SARS-CoV2",5
"Espírito Santo","Influenza B",2
"Espírito Santo","Influenza A",1
"Espírito Santo","Virus Sincicial Respiratorio",1
"Goiás","Coronavirus SARS-CoV2",3
"Goiás","Influenza B",3
"Goiás",Metapneumovirus,2
"Goiás","Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",7
"Rio Grande do Sul","Influenza A",2
Acre,"Coronavirus SARS-CoV2",7
Acre,"Influenza A",1
"Rio de Janeiro","Coronavirus SARS-CoV2",7
"Rio de Janeiro","Influenza B",1
"Rondônia","Influenza A",4
"Rondônia","Influenza B",2
Alagoas,"Influenza A",3
Alagoas,"Coronavirus SARS-CoV2",2
"Mato Grosso do Sul",Adenovirus,2
"Mato Grosso do Sul",Metapneumovirus,2
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
Sergipe,"Coronavirus SARS-CoV2",3
Sergipe,Adenovirus,1
Sergipe,"Influenza A",1
"Paraíba","Influenza B",3
"Paraíba","Influenza A",1
"Amapá","Influenza A",2
"Amapá","Coronavirus SARS-CoV2",1
Roraima,"Influenza A",2
Tocantins,"Coronavirus SARS-CoV2",1
