"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",802
"Paraná","Coronavirus SARS-CoV2",437
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",200
Bahia,Rinovirus,2
"Espírito Santo","Coronavirus SARS-CoV2",188
"Rio Grande do Sul","Coronavirus SARS-CoV2",186
"Minas Gerais","Coronavirus SARS-CoV2",147
"Mato Grosso do Sul","Coronavirus SARS-CoV2",121
"Rio de Janeiro","Coronavirus SARS-CoV2",118
"Rio de Janeiro","Virus Sincicial Respiratorio",1
"Ceará","Coronavirus SARS-CoV2",105
"Piauí","Coronavirus SARS-CoV2",83
"Santa Catarina","Coronavirus SARS-CoV2",79
Tocantins,"Coronavirus SARS-CoV2",69
Pernambuco,"Coronavirus SARS-CoV2",57
"Paraíba","Coronavirus SARS-CoV2",38
"Rio Grande do Norte","Coronavirus SARS-CoV2",38
Sergipe,"Coronavirus SARS-CoV2",35
"Goiás","Coronavirus SARS-CoV2",24
"Rondônia","Coronavirus SARS-CoV2",16
Amazonas,"Coronavirus SARS-CoV2",15
"Pará","Coronavirus SARS-CoV2",15
Acre,"Coronavirus SARS-CoV2",11
"Maranhão","Coronavirus SARS-CoV2",10
Roraima,"Coronavirus SARS-CoV2",4
Alagoas,"Coronavirus SARS-CoV2",3
"Distrito Federal","Coronavirus SARS-CoV2",1
"Mato Grosso","Coronavirus SARS-CoV2",1
