"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",826
"São Paulo","Influenza A",2
Bahia,"Coronavirus SARS-CoV2",663
"Espírito Santo","Coronavirus SARS-CoV2",524
"Paraná","Coronavirus SARS-CoV2",444
"Paraná",Rinovirus,2
Sergipe,"Coronavirus SARS-CoV2",419
"Rio de Janeiro","Coronavirus SARS-CoV2",373
Pernambuco,"Coronavirus SARS-CoV2",325
"Ceará","Coronavirus SARS-CoV2",305
"Rio Grande do Norte","Coronavirus SARS-CoV2",244
Tocantins,"Coronavirus SARS-CoV2",219
"Rondônia","Coronavirus SARS-CoV2",212
"Santa Catarina","Coronavirus SARS-CoV2",207
"Amapá","Coronavirus SARS-CoV2",179
"Mato Grosso","Coronavirus SARS-CoV2",167
"Piauí","Coronavirus SARS-CoV2",154
Roraima,"Coronavirus SARS-CoV2",145
Acre,"Coronavirus SARS-CoV2",122
"Pará","Coronavirus SARS-CoV2",122
"Paraíba","Coronavirus SARS-CoV2",119
"Mato Grosso do Sul","Coronavirus SARS-CoV2",113
Alagoas,"Coronavirus SARS-CoV2",107
"Minas Gerais","Coronavirus SARS-CoV2",105
"Rio Grande do Sul","Coronavirus SARS-CoV2",101
"Maranhão","Coronavirus SARS-CoV2",80
Amazonas,"Coronavirus SARS-CoV2",69
"Goiás","Coronavirus SARS-CoV2",47
"Distrito Federal","Coronavirus SARS-CoV2",2
